,id,eventId,minute,second,teamId,x,y,expandedMinute,period,event_type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,match_id,playerName,match_string,team_name,team,Venue
0,2440372419.0,2,0,0.0,26,0.0,0.0,0,FirstHalf,Start,Successful,[],[],False,<NA>,,,,,,,,,,,,1636165,,Liverpool - Man City,Liverpool,Liverpool,Home
1,2440372449.0,2,0,0.0,167,0.0,0.0,0,FirstHalf,Start,Successful,[],[],False,<NA>,,,,,,,,,,,,1636165,,Liverpool - Man City,Man City,Man City,Away
2,2440372455.0,3,0,0.0,26,50.3,50.4,0,FirstHalf,Pass,Successful,"[{'PassEndX': '29.4'}, {'PassEndY': '39.7'}, {'StandingSave': True}, {'Length': '23.1'}, {'Angle': '3.5'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'defensiveThird', 'pos']",True,68659,29.4,39.7,,,,,,,,,,1636165,Jordan Henderson,Liverpool - Man City,Liverpool,Liverpool,Home
3,2440372473.0,4,0,3.0,26,29.2,39.7,0,FirstHalf,Pass,Unsuccessful,"[{'StandingSave': True}, {'Longball': True}, {'Zone': 'Center'}, {'PassEndY': '72.9'}, {'PassEndX': '74.7'}, {'Angle': '0.4'}, {'Length': '52.8'}]","['touches', 'passInaccurate', 'passLongBallInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",True,74341,74.7,72.9,,,,,,,,,,1636165,Joël Matip,Liverpool - Man City,Liverpool,Liverpool,Home
4,2440372471.0,3,0,6.0,167,26.6,28.1,0,FirstHalf,Aerial,Successful,"[{'Zone': 'Back'}, {'Defensive': True}, {'OppositeRelatedEvent': '5'}]","['duelAerialWon', 'defensiveDuel']",False,303139,,,,,,,,,,,,1636165,Rodri,Liverpool - Man City,Man City,Man City,Away
5,2440372475.0,5,0,6.0,26,73.4,71.9,0,FirstHalf,Aerial,Unsuccessful,"[{'OppositeRelatedEvent': '3'}, {'Zone': 'Center'}, {'Offensive': True}]","['duelAerialLost', 'offensiveDuel']",False,96182,,,,,,,,,,,,1636165,Roberto Firmino,Liverpool - Man City,Liverpool,Liverpool,Home
6,2440372497.0,4,0,6.0,167,28.1,28.9,0,FirstHalf,Pass,Successful,"[{'Length': '8.6'}, {'Zone': 'Back'}, {'PassEndY': '40.0'}, {'Angle': '1.1'}, {'HeadPass': True}, {'PassEndX': '32.1'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passHead', 'passForward', 'passLeft', 'defensiveThird', 'pos']",True,303139,32.1,40.0,,,,,,,,,,1636165,Rodri,Liverpool - Man City,Man City,Man City,Away
7,2440372513.0,5,0,7.0,167,31.8,38.2,0,FirstHalf,Pass,Unsuccessful,"[{'Zone': 'Back'}, {'StandingSave': True}, {'Angle': '6.0'}, {'Longball': True}, {'PassEndY': '32.5'}, {'PassEndX': '46.1'}, {'Length': '15.5'}]","['touches', 'passBackZoneInaccurate', 'passInaccurate', 'passLongBallInaccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,136741,46.1,32.5,,,,,,,,,,1636165,Bernardo Silva,Liverpool - Man City,Man City,Man City,Away
8,2440372547.0,6,0,9.0,26,56.4,68.1,0,FirstHalf,BallTouch,Successful,"[{'Zone': 'Center'}, {'Head': True}]",['touches'],True,95408,,,,,,,,,,,,1636165,Virgil van Dijk,Liverpool - Man City,Liverpool,Liverpool,Home
9,2440372577.0,7,0,11.0,26,39.2,54.9,0,FirstHalf,Pass,Successful,"[{'Length': '18.7'}, {'PassEndX': '54.7'}, {'Zone': 'Center'}, {'Angle': '0.5'}, {'StandingSave': True}, {'PassEndY': '68.5'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,74341,54.7,68.5,,,,,,,,,,1636165,Joël Matip,Liverpool - Man City,Liverpool,Liverpool,Home
10,2440372605.0,8,0,13.0,26,55.7,69.3,0,FirstHalf,Pass,Successful,"[{'Zone': 'Left'}, {'Length': '18.8'}, {'Angle': '1.1'}, {'PassEndY': '93.5'}, {'PassEndX': '64.3'}, {'StandingSave': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,115916,64.3,93.5,,,,,,,,,,1636165,Fabinho,Liverpool - Man City,Liverpool,Liverpool,Home
11,2440372639.0,9,0,18.0,26,65.9,93.3,0,FirstHalf,Pass,Successful,"[{'PassEndX': '52.9'}, {'Zone': 'Left'}, {'Length': '13.7'}, {'PassEndY': '92.1'}, {'StandingSave': True}, {'Angle': '3.2'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'midThird', 'pos']",True,377168,52.9,92.1,,,,,,,,,,1636165,Luis Díaz,Liverpool - Man City,Liverpool,Liverpool,Home
12,2440372677.0,10,0,20.0,26,53.6,90.2,0,FirstHalf,Pass,Successful,"[{'Chipped': True}, {'Length': '37.3'}, {'Longball': True}, {'PassEndX': '41.2'}, {'PassEndY': '38.8'}, {'StandingSave': True}, {'Angle': '4.4'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'passChipped', 'passLongBallAccurate', 'passBack', 'passRight', 'midThird', 'pos']",True,115726,41.2,38.8,,,,,,,,,,1636165,Andrew Robertson,Liverpool - Man City,Liverpool,Liverpool,Home
13,2440372705.0,11,0,22.0,26,42.2,38.3,0,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'Length': '24.1'}, {'PassEndX': '47.3'}, {'PassEndY': '3.8'}, {'StandingSave': True}, {'Angle': '4.9'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,74341,47.3,3.8,,,,,,,,,,1636165,Joël Matip,Liverpool - Man City,Liverpool,Liverpool,Home
14,2440372731.0,12,0,26.0,26,47.2,3.8,0,FirstHalf,Pass,Successful,"[{'StandingSave': True}, {'Angle': '1.2'}, {'Length': '19.3'}, {'PassEndX': '54.6'}, {'PassEndY': '29.8'}, {'Zone': 'Center'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,318871,54.6,29.8,,,,,,,,,,1636165,Trent Alexander-Arnold,Liverpool - Man City,Liverpool,Liverpool,Home
15,2440372799.0,13,0,27.0,26,55.3,29.5,0,FirstHalf,Pass,Successful,"[{'PassEndY': '5.6'}, {'Zone': 'Right'}, {'Angle': '5.8'}, {'Length': '35.3'}, {'Chipped': True}, {'Longball': True}, {'StandingSave': True}, {'PassEndX': '85.1'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'passChipped', 'passLongBallAccurate', 'successfulFinalThirdPasses', 'passForward', 'passRight', 'finalThird', 'pos']",True,115916,85.1,5.6,,,,,,,,,,1636165,Fabinho,Liverpool - Man City,Liverpool,Liverpool,Home
16,2440372815.0,14,0,32.0,26,88.5,5.8,0,FirstHalf,Pass,Successful,"[{'Angle': '1.7'}, {'Zone': 'Center'}, {'PassEndY': '34.0'}, {'PassEndX': '86.6'}, {'StandingSave': True}, {'Length': '19.3'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passLeft', 'finalThird', 'pos']",True,108226,86.6,34.0,,,,,,,,,,1636165,Mohamed Salah,Liverpool - Man City,Liverpool,Liverpool,Home
17,2440372817.0,15,0,33.0,26,86.6,34.0,0,FirstHalf,BallTouch,Successful,"[{'Zone': 'Center'}, {'StandingSave': True}, {'KeyPass': True}]","['touches', 'passKey', 'keyPassShort', 'keyPassOther']",True,96182,,,,,,,,,,,,1636165,Roberto Firmino,Liverpool - Man City,Liverpool,Liverpool,Home
18,2440372825.0,16,0,35.0,26,77.7,42.4,0,FirstHalf,SavedShot,Successful,"[{'BlockedX': '81.5'}, {'OutOfBoxCentre': True}, {'LowCentre': True}, {'GoalMouthZ': '19'}, {'GoalMouthY': '49.9'}, {'RegularPlay': True}, {'Blocked': True}, {'StandingSave': True}, {'OppositeRelatedEvent': '6'}, {'Assisted': True}, {'RightFoot': True}, {'BlockedY': '43.7'}, {'Zone': 'Center'}, {'RelatedEventId': '15'}]","['touches', 'shotsTotal', 'shotOboxTotal', 'shotOpenPlay', 'shotBlocked', 'shotRightFoot']",True,74939,,,15.0,96182.0,81.5,43.7,19.0,49.9,True,,,1636165,Thiago,Liverpool - Man City,Liverpool,Liverpool,Home
19,2440372855.0,6,0,35.0,167,19.7,55.3,0,FirstHalf,Save,Successful,"[{'OppositeRelatedEvent': '16'}, {'OutfielderBlock': True}, {'StandingSave': True}, {'Zone': 'Back'}]","['touches', 'outfielderBlock']",True,303139,,,,,,,,,,,,1636165,Rodri,Liverpool - Man City,Man City,Man City,Away
20,2440372847.0,17,0,36.0,26,73.9,31.8,0,FirstHalf,BallTouch,Successful,"[{'StandingSave': True}, {'Head': True}, {'Zone': 'Center'}]",['touches'],True,115916,,,,,,,,,,,,1636165,Fabinho,Liverpool - Man City,Liverpool,Liverpool,Home
21,2440372905.0,7,0,37.0,167,25.9,55.9,0,FirstHalf,Pass,Unsuccessful,"[{'StandingSave': True}, {'Longball': True}, {'PassEndY': '100.0'}, {'Length': '55.8'}, {'PassEndX': '70.4'}, {'Zone': 'Left'}, {'Angle': '0.6'}]","['touches', 'passInaccurate', 'passLongBallInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",True,136741,70.4,100.0,,,,,,,,,,1636165,Bernardo Silva,Liverpool - Man City,Man City,Man City,Away
22,2440373157.0,19,1,5.0,26,22.0,0.0,1,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'Length': '22.9'}, {'Angle': '2.6'}, {'ThrowIn': True}, {'PassEndX': '3.3'}, {'Longball': True}, {'PassEndY': '15.8'}]","['touches', 'throwIn', 'passBack', 'passLeft', 'defensiveThird']",True,318871,3.3,15.8,,,,,,,,,,1636165,Trent Alexander-Arnold,Liverpool - Man City,Liverpool,Liverpool,Home
23,2440373183.0,20,1,8.0,26,2.8,16.4,1,FirstHalf,Pass,Successful,"[{'PassEndY': '35.5'}, {'Zone': 'Back'}, {'StandingSave': True}, {'Length': '13.0'}, {'Angle': '1.6'}, {'PassEndX': '3.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'defensiveThird', 'pos']",True,74341,3.0,35.5,,,,,,,,,,1636165,Joël Matip,Liverpool - Man City,Liverpool,Liverpool,Home
24,2440373213.0,21,1,10.0,26,3.1,34.9,1,FirstHalf,Pass,Successful,"[{'Angle': '4.7'}, {'StandingSave': True}, {'Length': '16.3'}, {'Zone': 'Back'}, {'PassEndY': '11.0'}, {'PassEndX': '3.1'}, {'Chipped': True}]","['touches', 'passAccurate', 'shortPassAccurate', 'passChipped', 'passRight', 'defensiveThird', 'pos']",True,73399,3.1,11.0,,,,,,,,,,1636165,Adrián,Liverpool - Man City,Liverpool,Liverpool,Home
25,2440373215.0,22,1,11.0,26,3.1,11.0,1,FirstHalf,Clearance,Successful,"[{'PassEndY': '0.0'}, {'StandingSave': True}, {'PassEndX': '7.4'}, {'Length': '9.9'}, {'Angle': '5.2'}, {'Zone': 'Back'}]","['touches', 'clearanceEffective', 'clearanceTotal', 'defensiveThird']",True,74341,7.4,0.0,,,,,,,,,,1636165,Joël Matip,Liverpool - Man City,Liverpool,Liverpool,Home
26,2440373329.0,10,1,24.0,167,77.2,100.0,1,FirstHalf,Pass,Successful,"[{'ThrowIn': True}, {'Angle': '4.8'}, {'PassEndY': '88.0'}, {'Zone': 'Left'}, {'PassEndX': '77.6'}, {'Length': '8.9'}]","['touches', 'throwIn', 'passForward', 'passRight', 'finalThird']",True,128967,77.6,88.0,,,,,,,,,,1636165,João Cancelo,Liverpool - Man City,Man City,Man City,Away
27,2440373333.0,11,1,25.0,167,77.6,88.0,1,FirstHalf,Pass,Successful,"[{'Zone': 'Left'}, {'Length': '2.4'}, {'PassEndY': '91.5'}, {'PassEndX': '77.4'}, {'StandingSave': True}, {'Angle': '1.7'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passLeft', 'finalThird', 'pos']",True,136741,77.4,91.5,,,,,,,,,,1636165,Bernardo Silva,Liverpool - Man City,Man City,Man City,Away
28,2440373347.0,12,1,26.0,167,78.3,90.5,1,FirstHalf,Pass,Unsuccessful,"[{'Zone': 'Left'}, {'Length': '13.8'}, {'StandingSave': True}, {'PassEndY': '89.0'}, {'PassEndX': '91.4'}, {'Angle': '6.2'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passRight', 'finalThird', 'pos']",True,128967,91.4,89.0,,,,,,,,,,1636165,João Cancelo,Liverpool - Man City,Man City,Man City,Away
29,2440373361.0,24,1,29.0,26,9.0,10.1,1,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],False,115916,,,,,,,,,,,,1636165,Fabinho,Liverpool - Man City,Liverpool,Liverpool,Home
30,2440373417.0,25,1,29.0,26,10.0,5.3,1,FirstHalf,Pass,Successful,"[{'Length': '26.2'}, {'PassEndY': '15.6'}, {'StandingSave': True}, {'Zone': 'Back'}, {'PassEndX': '34.0'}, {'Angle': '0.3'}, {'Chipped': True}]","['touches', 'passAccurate', 'shortPassAccurate', 'passChipped', 'passForward', 'passLeft', 'midThird', 'pos']",True,115916,34.0,15.6,,,,,,,,,,1636165,Fabinho,Liverpool - Man City,Liverpool,Liverpool,Home
31,2440373419.0,26,1,31.0,26,33.4,13.4,1,FirstHalf,TakeOn,Unsuccessful,"[{'StandingSave': True}, {'Zone': 'Back'}, {'Offensive': True}]","['touches', 'dribbleLost']",True,377168,,,,,,,,,,,,1636165,Luis Díaz,Liverpool - Man City,Liverpool,Liverpool,Home
32,2440373533.0,14,1,44.0,167,64.9,100.0,1,FirstHalf,Pass,Successful,"[{'Angle': '4.7'}, {'ThrowIn': True}, {'Zone': 'Left'}, {'Length': '5.9'}, {'PassEndX': '64.6'}, {'PassEndY': '93.3'}]","['touches', 'throwIn', 'passBack', 'passRight', 'midThird']",True,128967,64.6,93.3,,,,,,,,,,1636165,João Cancelo,Liverpool - Man City,Man City,Man City,Away
33,2440373563.0,15,1,45.0,167,64.6,93.3,1,FirstHalf,Pass,Successful,"[{'Length': '1.6'}, {'PassEndY': '95.6'}, {'PassEndX': '65.1'}, {'Zone': 'Left'}, {'Angle': '1.2'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,136741,65.1,95.6,,,,,,,,,,1636165,Bernardo Silva,Liverpool - Man City,Man City,Man City,Away
34,2440373571.0,16,1,46.0,167,65.1,95.6,1,FirstHalf,Pass,Unsuccessful,"[{'PassEndY': '93.9'}, {'Zone': 'Left'}, {'Length': '1.4'}, {'Angle': '5.3'}, {'PassEndX': '65.9'}, {'StandingSave': True}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,128967,65.9,93.9,,,,,,,,,,1636165,João Cancelo,Liverpool - Man City,Man City,Man City,Away
35,2440373607.0,28,1,46.0,26,33.4,5.3,1,FirstHalf,BallTouch,Successful,"[{'Zone': 'Back'}, {'StandingSave': True}]",['touches'],True,68659,,,,,,,,,,,,1636165,Jordan Henderson,Liverpool - Man City,Liverpool,Liverpool,Home
36,2440373617.0,17,1,48.0,167,56.2,85.0,1,FirstHalf,Pass,Successful,"[{'Length': '21.2'}, {'PassEndY': '54.2'}, {'Zone': 'Center'}, {'PassEndX': '52.9'}, {'Angle': '4.5'}, {'StandingSave': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'midThird', 'pos']",True,136741,52.9,54.2,,,,,,,,,,1636165,Bernardo Silva,Liverpool - Man City,Man City,Man City,Away
37,2440373637.0,18,1,50.0,167,52.9,54.2,1,FirstHalf,Pass,Successful,"[{'PassEndX': '43.4'}, {'Angle': '2.7'}, {'Length': '10.8'}, {'StandingSave': True}, {'Zone': 'Back'}, {'PassEndY': '60.3'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,69778,43.4,60.3,,,,,,,,,,1636165,Kyle Walker,Liverpool - Man City,Man City,Man City,Away
38,2440373691.0,19,1,52.0,167,44.3,60.6,1,FirstHalf,Pass,Successful,"[{'Chipped': True}, {'PassEndY': '92.4'}, {'StandingSave': True}, {'Zone': 'Left'}, {'PassEndX': '60.8'}, {'Angle': '0.9'}, {'Length': '27.7'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passChipped', 'passForward', 'passLeft', 'midThird', 'pos']",True,313171,60.8,92.4,,,,,,,,,,1636165,Rúben Dias,Liverpool - Man City,Man City,Man City,Away
39,2440373697.0,20,1,56.0,167,61.5,94.0,1,FirstHalf,Pass,Unsuccessful,"[{'Length': '1.0'}, {'StandingSave': True}, {'Zone': 'Left'}, {'PassEndY': '93.1'}, {'Angle': '3.8'}, {'Offensive': True}, {'PassEndX': '60.8'}, {'OppositeRelatedEvent': '29'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passBack', 'passRight', 'midThird', 'pos']",True,128967,60.8,93.1,,,,,,,,,,1636165,João Cancelo,Liverpool - Man City,Man City,Man City,Away
40,2440373709.0,29,1,56.0,26,38.0,7.2,1,FirstHalf,BlockedPass,Successful,"[{'Zone': 'Back'}, {'Defensive': True}, {'StandingSave': True}, {'OppositeRelatedEvent': '20'}]","['touches', 'outfielderBlockedPass']",True,68659,,,,,,,,,,,,1636165,Jordan Henderson,Liverpool - Man City,Liverpool,Liverpool,Home
41,2440373717.0,30,1,57.0,26,54.6,3.7,1,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],False,108226,,,,,,,,,,,,1636165,Mohamed Salah,Liverpool - Man City,Liverpool,Liverpool,Home
42,2440373807.0,31,2,4.0,26,88.0,8.9,2,FirstHalf,Pass,Successful,"[{'Length': '5.8'}, {'PassEndY': '5.2'}, {'PassEndX': '83.0'}, {'Angle': '3.6'}, {'Zone': 'Right'}, {'StandingSave': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passRight', 'finalThird', 'pos']",True,108226,83.0,5.2,,,,,,,,,,1636165,Mohamed Salah,Liverpool - Man City,Liverpool,Liverpool,Home
43,2440373821.0,32,2,5.0,26,83.1,5.2,2,FirstHalf,Pass,Unsuccessful,"[{'PassEndX': '88.6'}, {'Angle': '1.3'}, {'Length': '19.6'}, {'Chipped': True}, {'RightFoot': True}, {'StandingSave': True}, {'Cross': True}, {'Zone': 'Center'}, {'PassEndY': '32.8'}]","['touches', 'passRightFoot', 'passChipped', 'passCrossInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",True,68659,88.6,32.8,,,,,,,,,,1636165,Jordan Henderson,Liverpool - Man City,Liverpool,Liverpool,Home
44,2440373801.0,21,2,6.0,167,10.3,62.3,2,FirstHalf,BallTouch,Unsuccessful,"[{'Zone': 'Back'}, {'StandingSave': True}]","['touches', 'turnover']",True,303139,,,,,,,,,,,,1636165,Rodri,Liverpool - Man City,Man City,Man City,Away
45,2440373851.0,33,2,7.0,26,88.5,38.8,2,FirstHalf,SavedShot,Successful,"[{'Blocked': True}, {'Zone': 'Center'}, {'LowCentre': True}, {'BoxCentre': True}, {'RegularPlay': True}, {'GoalMouthZ': '19'}, {'StandingSave': True}, {'BlockedY': '41.2'}, {'OppositeRelatedEvent': '22'}, {'GoalMouthY': '49.8'}, {'RightFoot': True}, {'BlockedX': '91.0'}]","['touches', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotBlocked', 'shotRightFoot']",True,377168,,,,,91.0,41.2,19.0,49.8,True,,,1636165,Luis Díaz,Liverpool - Man City,Liverpool,Liverpool,Home
46,2440373829.0,22,2,7.0,167,8.3,56.7,2,FirstHalf,Save,Successful,"[{'Zone': 'Back'}, {'OutfielderBlock': True}, {'StandingSave': True}, {'OppositeRelatedEvent': '33'}]","['touches', 'outfielderBlock']",True,313171,,,,,,,,,,,,1636165,Rúben Dias,Liverpool - Man City,Man City,Man City,Away
47,2440373869.0,24,2,10.0,167,5.5,93.8,2,FirstHalf,BallTouch,Unsuccessful,"[{'Zone': 'Back'}, {'StandingSave': True}]","['touches', 'turnover']",True,128967,,,,,,,,,,,,1636165,João Cancelo,Liverpool - Man City,Man City,Man City,Away
48,2440374071.0,35,2,19.0,26,93.7,0.0,2,FirstHalf,Pass,Successful,"[{'ThrowIn': True}, {'Length': '13.0'}, {'Zone': 'Right'}, {'Angle': '2.4'}, {'PassEndY': '12.3'}, {'PassEndX': '84.7'}]","['touches', 'throwIn', 'passBack', 'passLeft', 'finalThird']",True,318871,84.7,12.3,,,,,,,,,,1636165,Trent Alexander-Arnold,Liverpool - Man City,Liverpool,Liverpool,Home
49,2440374097.0,36,2,28.0,26,84.7,12.3,2,FirstHalf,Pass,Successful,"[{'Length': '4.1'}, {'Angle': '4.9'}, {'StandingSave': True}, {'PassEndX': '85.4'}, {'PassEndY': '6.4'}, {'Zone': 'Right'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passRight', 'finalThird', 'pos']",True,96182,85.4,6.4,,,,,,,,,,1636165,Roberto Firmino,Liverpool - Man City,Liverpool,Liverpool,Home
50,2440374147.0,37,2,30.0,26,84.8,6.4,2,FirstHalf,Pass,Unsuccessful,"[{'PassEndX': '56.9'}, {'StandingSave': True}, {'Angle': '2.0'}, {'Length': '71.2'}, {'PassEndY': '100.0'}, {'Longball': True}, {'Chipped': True}, {'Zone': 'Left'}]","['touches', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,318871,56.9,100.0,,,,,,,,,,1636165,Trent Alexander-Arnold,Liverpool - Man City,Liverpool,Liverpool,Home
51,2440374235.0,27,2,41.0,167,54.0,0.0,2,FirstHalf,Pass,Successful,"[{'Zone': 'Center'}, {'Length': '20.0'}, {'ThrowIn': True}, {'Angle': '1.1'}, {'PassEndY': '24.0'}, {'PassEndX': '63.3'}]","['touches', 'throwIn', 'passForward', 'passLeft', 'midThird']",True,69778,63.3,24.0,,,,,,,,,,1636165,Kyle Walker,Liverpool - Man City,Man City,Man City,Away
52,2440374239.0,28,2,43.0,167,64.9,31.0,2,FirstHalf,Pass,Unsuccessful,"[{'PassEndX': '69.8'}, {'Angle': '0'}, {'Zone': 'Center'}, {'StandingSave': True}, {'PassEndY': '31.0'}, {'Length': '5.1'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'finalThird', 'pos']",True,73084,69.8,31.0,,,,,,,,,,1636165,Kevin De Bruyne,Liverpool - Man City,Man City,Man City,Away
53,2440374241.0,39,2,44.0,26,21.6,73.6,2,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],False,95408,,,,,,,,,,,,1636165,Virgil van Dijk,Liverpool - Man City,Liverpool,Liverpool,Home
54,2440374251.0,40,2,44.0,26,21.6,73.6,2,FirstHalf,Pass,Unsuccessful,"[{'Length': '7.4'}, {'PassEndX': '28.6'}, {'StandingSave': True}, {'PassEndY': '72.6'}, {'Angle': '6.2'}, {'Zone': 'Back'}]","['touches', 'passBackZoneInaccurate', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,95408,28.6,72.6,,,,,,,,,,1636165,Virgil van Dijk,Liverpool - Man City,Liverpool,Liverpool,Home
55,2440374277.0,29,2,45.0,167,66.6,27.7,2,FirstHalf,Pass,Unsuccessful,"[{'Zone': 'Center'}, {'Length': '7.1'}, {'PassEndX': '73.3'}, {'PassEndY': '28.5'}, {'Chipped': True}, {'StandingSave': True}, {'Angle': '0.1'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passChipped', 'passForward', 'passLeft', 'finalThird', 'pos']",True,73084,73.3,28.5,,,,,,,,,,1636165,Kevin De Bruyne,Liverpool - Man City,Man City,Man City,Away
56,2440374311.0,41,2,46.0,26,25.6,68.7,2,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'PassEndY': '60.9'}, {'Length': '7.1'}, {'Angle': '5.4'}, {'HeadPass': True}, {'StandingSave': True}, {'PassEndX': '30.1'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passHead', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,95408,30.1,60.9,,,,,,,,,,1636165,Virgil van Dijk,Liverpool - Man City,Liverpool,Liverpool,Home
57,2440374397.0,42,2,49.0,26,31.4,57.0,2,FirstHalf,Pass,Successful,"[{'PassEndY': '0.8'}, {'Longball': True}, {'StandingSave': True}, {'Chipped': True}, {'Length': '58.4'}, {'PassEndX': '73.5'}, {'Zone': 'Right'}, {'ShotAssist': '13'}, {'Angle': '5.6'}, {'KeyPass': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'passKey', 'passChipped', 'passLongBallAccurate', 'successfulFinalThirdPasses', 'keyPassLong', 'keyPassOther', 'passForward', 'passRight', 'finalThird', 'pos']",True,115916,73.5,0.8,,,,,,,,,,1636165,Fabinho,Liverpool - Man City,Liverpool,Liverpool,Home
58,2440374393.0,30,2,57.0,167,11.0,72.1,2,FirstHalf,Challenge,Unsuccessful,"[{'Defensive': True}, {'OppositeRelatedEvent': '43'}, {'Zone': 'Back'}]",['challengeLost'],False,128967,,,,,,,,,,,,1636165,João Cancelo,Liverpool - Man City,Man City,Man City,Away
59,2440374433.0,43,2,57.0,26,89.0,27.9,2,FirstHalf,TakeOn,Successful,"[{'Offensive': True}, {'OppositeRelatedEvent': '30'}, {'Zone': 'Center'}, {'StandingSave': True}]","['touches', 'dribbleWon']",True,108226,,,,,,,,,,,,1636165,Mohamed Salah,Liverpool - Man City,Liverpool,Liverpool,Home
60,2440374441.0,44,2,58.0,26,90.3,32.8,2,FirstHalf,MissedShots,Successful,"[{'RegularPlay': True}, {'GoalMouthZ': '26.4'}, {'StandingSave': True}, {'BoxRight': True}, {'RelatedEventId': '42'}, {'LeftFoot': True}, {'Zone': 'Center'}, {'GoalMouthY': '43.0'}, {'Assisted': True}]","['touches', 'shotOffTarget', 'shotOffTargetInsideBox', 'shotsTotal', 'closeMissRight', 'shotPenaltyArea', 'shotOpenPlay', 'shotLeftFoot']",True,108226,,,42.0,115916.0,,,26.4,43.0,True,,,1636165,Mohamed Salah,Liverpool - Man City,Liverpool,Liverpool,Home
61,2440374683.0,32,3,19.0,167,4.5,54.5,3,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'Angle': '5.0'}, {'GoalKick': True}, {'Length': '31.4'}, {'PassEndY': '10.3'}, {'PassEndX': '13.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,121774,13.0,10.3,,,,,,,,,,1636165,Ederson,Liverpool - Man City,Man City,Man City,Away
62,2440374697.0,33,3,20.0,167,13.0,10.3,3,FirstHalf,Pass,Successful,"[{'PassEndX': '22.6'}, {'Length': '10.9'}, {'Angle': '5.9'}, {'StandingSave': True}, {'PassEndY': '4.1'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,313171,22.6,4.1,,,,,,,,,,1636165,Rúben Dias,Liverpool - Man City,Man City,Man City,Away
