minute,second,h_a,x,y,type,outcomeType,playerName,endX,endY,Setpiece,xT,team,country,competition,season
76,49,h,59.6,80.9,Pass,Unsuccessful,Stefan Bajcetic,100,23.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
77,24,a,5,48.5,Pass,Unsuccessful,Thibaut Courtois,57.6,87.9,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
77,28,h,37.8,22.7,BallRecovery,Successful,Joël Matip,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
77,29,h,37.8,22.7,Pass,Successful,Joël Matip,54.5,20.4,FALSE,0.003973035583,Liverpool,Europe,Champions-League,2022-2023
77,31,h,54.5,20.4,Pass,Unsuccessful,James Milner,84.2,0,FALSE,,Liverpool,Europe,Champions-League,2022-2023
77,49,a,28.2,100,Pass,Successful,Nacho,32.1,93.9,FALSE,0.0006783854505,Real Madrid,Europe,Champions-League,2022-2023
77,50,a,32.1,93.9,carry,Successful,Vinícius Júnior,33.9,89.9,FALSE,0.000560766255,Real Madrid,Europe,Champions-League,2022-2023
77,51,a,33.9,89.9,Dispossessed,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
77,51,h,66.1,10.1,Tackle,Successful,James Milner,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
77,53,h,71.1,12.3,BallRecovery,Successful,Roberto Firmino,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
77,54,h,71.3,12.3,Pass,Unsuccessful,Roberto Firmino,78.4,25.6,FALSE,,Liverpool,Europe,Champions-League,2022-2023
77,55,a,22.6,71.6,Clearance,Successful,Antonio Rüdiger,36.4,63.6,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
77,57,h,65.5,38.8,Pass,Unsuccessful,Virgil van Dijk,75.8,35.5,FALSE,,Liverpool,Europe,Champions-League,2022-2023
77,59,a,27.1,66.2,Pass,Unsuccessful,Eduardo Camavinga,35.9,66.7,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
78,0,h,71.4,34,Pass,Successful,Fabinho,73.2,34.8,FALSE,0.00139756493,Liverpool,Europe,Champions-League,2022-2023
78,1.5,h,73.2,34.8,carry,Successful,Stefan Bajcetic,72.2,38.3,FALSE,-0.0005200009991,Liverpool,Europe,Champions-League,2022-2023
78,3,h,72.2,38.3,Pass,Unsuccessful,Stefan Bajcetic,77.1,35.4,FALSE,,Liverpool,Europe,Champions-League,2022-2023
78,4,a,23.4,64.7,Interception,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
78,5,a,27.6,61.6,BallRecovery,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
78,6,a,27.6,61.6,Pass,Unsuccessful,Eduardo Camavinga,59.4,65.1,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
78,9,h,41,36,BallRecovery,Successful,Joël Matip,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
78,10,h,41,36,Pass,Successful,Joël Matip,56.2,37.1,FALSE,0.004121396542,Liverpool,Europe,Champions-League,2022-2023
78,12,h,56.2,37.1,carry,Successful,Fabinho,65.8,41.5,FALSE,0.003875067248,Liverpool,Europe,Champions-League,2022-2023
78,14,h,65.8,41.5,Pass,Successful,Fabinho,74.5,18.2,FALSE,0.004945411723,Liverpool,Europe,Champions-League,2022-2023
78,16,h,74.5,18,Pass,Successful,James Milner,84.9,7.9,FALSE,0.006918676664,Liverpool,Europe,Champions-League,2022-2023
78,21,h,78.2,21.8,TakeOn,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
78,21,a,21.8,78.2,Challenge,Unsuccessful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
78,22,h,76.3,25.9,Pass,Successful,Mohamed Salah,69.2,26.2,FALSE,-0.004188321143,Liverpool,Europe,Champions-League,2022-2023
78,24,h,69.2,26.2,carry,Successful,Fabinho,65.8,20.6,FALSE,-0.002292723521,Liverpool,Europe,Champions-League,2022-2023
78,26,h,65.8,20.6,Pass,Successful,Fabinho,54.3,30.7,FALSE,-0.003998764356,Liverpool,Europe,Champions-League,2022-2023
78,29,h,56.8,29.4,Pass,Successful,Joël Matip,63.4,12,FALSE,0.0009879158746,Liverpool,Europe,Champions-League,2022-2023
78,30,h,63.4,12,Pass,Successful,Fabinho,55.1,32.8,FALSE,-0.00138142206,Liverpool,Europe,Champions-League,2022-2023
78,32.5,h,55.1,32.8,carry,Successful,Joël Matip,69.1,33.1,FALSE,0.005990806362,Liverpool,Europe,Champions-League,2022-2023
78,35,h,69.1,33.1,Pass,Successful,Joël Matip,78.3,8.3,FALSE,0.004070244677,Liverpool,Europe,Champions-League,2022-2023
78,39,h,80.3,6.1,Pass,Successful,James Milner,77.4,15.9,FALSE,-0.0006071278163,Liverpool,Europe,Champions-League,2022-2023
78,40.5,h,77.4,15.9,carry,Successful,Trent Alexander-Arnold,73.6,23.6,FALSE,-0.002136835742,Liverpool,Europe,Champions-League,2022-2023
78,42,h,73.6,23.6,Pass,Successful,Trent Alexander-Arnold,70.3,39.1,FALSE,-0.002075448548,Liverpool,Europe,Champions-League,2022-2023
78,44,h,69.9,39.5,Pass,Successful,Stefan Bajcetic,87.1,82.9,FALSE,0.01595551514,Liverpool,Europe,Champions-League,2022-2023
78,48,h,85.8,81.4,Pass,Successful,Andrew Robertson,77.8,74.2,FALSE,-0.01019274425,Liverpool,Europe,Champions-League,2022-2023
78,49,h,77.8,74.2,carry,Successful,Diogo Jota,75.4,72,FALSE,-0.001503493426,Liverpool,Europe,Champions-League,2022-2023
78,50,h,75.4,72,Pass,Successful,Diogo Jota,71.4,66.3,FALSE,-0.002210790784,Liverpool,Europe,Champions-League,2022-2023
78,51.5,h,71.4,66.3,carry,Successful,Stefan Bajcetic,70.1,62.4,FALSE,-0.0008696432566,Liverpool,Europe,Champions-League,2022-2023
78,53,h,70.1,62.4,Pass,Successful,Stefan Bajcetic,91.2,14.1,FALSE,0.0170507278,Liverpool,Europe,Champions-League,2022-2023
78,56,h,90.6,15,Pass,Successful,Trent Alexander-Arnold,87.4,27.6,FALSE,0.009969251291,Liverpool,Europe,Champions-League,2022-2023
78,57.5,h,87.4,27.6,carry,Successful,Mohamed Salah,78.6,30.3,FALSE,-0.02244547082,Liverpool,Europe,Champions-League,2022-2023
78,59,h,78.6,30.3,Pass,Successful,Mohamed Salah,73.6,55.4,FALSE,-0.0006159631713,Liverpool,Europe,Champions-League,2022-2023
79,0,h,73.6,55.4,carry,Successful,Stefan Bajcetic,71.3,70.6,FALSE,-0.003287242304,Liverpool,Europe,Champions-League,2022-2023
79,1,h,71.3,70.6,Pass,Successful,Stefan Bajcetic,82.2,89.9,FALSE,0.006910433672,Liverpool,Europe,Champions-League,2022-2023
79,4,h,83.7,89.9,Pass,Successful,Andrew Robertson,71.5,82.7,FALSE,-0.00866452036,Liverpool,Europe,Champions-League,2022-2023
79,6.5,h,71.5,82.7,carry,Successful,Stefan Bajcetic,62.7,72.7,FALSE,-0.004871601627,Liverpool,Europe,Champions-League,2022-2023
79,9,h,62.7,72.7,Pass,Successful,Stefan Bajcetic,60.2,43.4,FALSE,-0.0001659969826,Liverpool,Europe,Champions-League,2022-2023
79,10,h,60.2,43.4,carry,Successful,Joël Matip,65.4,41.3,FALSE,0.002160643189,Liverpool,Europe,Champions-League,2022-2023
79,11,h,65.4,41.3,Pass,Successful,Joël Matip,66.6,29.1,FALSE,0.000320994366,Liverpool,Europe,Champions-League,2022-2023
79,14,h,67.6,38.6,TakeOn,Successful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
79,14,a,32.4,61.4,Challenge,Unsuccessful,Karim Benzema,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
79,16,h,69.2,50.1,Pass,Successful,Fabinho,67.4,68.1,FALSE,-0.0009229333508,Liverpool,Europe,Champions-League,2022-2023
79,16.5,h,67.4,68.1,carry,Successful,Stefan Bajcetic,68,71.8,FALSE,0.0002674458078,Liverpool,Europe,Champions-League,2022-2023
79,17,h,68,71.8,Pass,Successful,Stefan Bajcetic,79.1,95,FALSE,0.005028838174,Liverpool,Europe,Champions-League,2022-2023
79,18.5,h,79.1,95,carry,Successful,Andrew Robertson,87.2,87.2,FALSE,0.0101260578,Liverpool,Europe,Champions-League,2022-2023
79,20,h,87.2,87.2,TakeOn,Unsuccessful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
79,24,a,0,0,ShieldBallOpp,Successful,Daniel Carvajal,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
80,15,a,0,0,SubstitutionOn,Successful,Dani Ceballos,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
80,15,a,0,0,SubstitutionOff,Successful,Rodrygo,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
80,25,a,5,45.3,Pass,Unsuccessful,Thibaut Courtois,61.5,43.3,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
80,29,h,38.4,61.6,Aerial,Successful,Virgil van Dijk,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
80,29,a,61.6,38.4,Aerial,Unsuccessful,Karim Benzema,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
80,29,h,38.3,66.4,Pass,Unsuccessful,Virgil van Dijk,52.7,43.7,FALSE,,Liverpool,Europe,Champions-League,2022-2023
80,32,a,45.9,64.5,Pass,Successful,Dani Ceballos,56,92.2,FALSE,0.001028602081,Real Madrid,Europe,Champions-League,2022-2023
80,34,a,56,92.2,Pass,Unsuccessful,Nacho,67.2,94.5,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
80,36,h,28.1,1.9,Clearance,Successful,Trent Alexander-Arnold,28.6,0,FALSE,,Liverpool,Europe,Champions-League,2022-2023
80,51,a,64.4,100,Pass,Successful,Nacho,66.6,94,FALSE,0.000951165045,Real Madrid,Europe,Champions-League,2022-2023
80,52,h,27.3,7.7,BlockedPass,Successful,Roberto Firmino,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
80,52,a,66.6,94,Pass,Unsuccessful,Vinícius Júnior,61.6,96,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
80,54,h,38.6,14.6,BallRecovery,Successful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
80,55,h,38.7,14.6,Pass,Successful,Fabinho,46.8,31.2,FALSE,0.002518956934,Liverpool,Europe,Champions-League,2022-2023
80,56,h,46.7,32.4,Pass,Successful,Diogo Jota,41.7,32.8,FALSE,-0.001083911524,Liverpool,Europe,Champions-League,2022-2023
80,57,h,41.7,32.8,carry,Successful,Stefan Bajcetic,40.2,37,FALSE,-0.0002537343149,Liverpool,Europe,Champions-League,2022-2023
80,58,h,40.2,37,Pass,Unsuccessful,Stefan Bajcetic,47.7,76.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
81,0,a,54,26.1,BallRecovery,Successful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,0,a,54,26.1,Pass,Successful,Federico Valverde,39.5,23.1,FALSE,-0.003775595341,Real Madrid,Europe,Champions-League,2022-2023
81,2,a,39.5,23.1,Pass,Successful,Daniel Carvajal,42.5,30.9,FALSE,0.0009023737175,Real Madrid,Europe,Champions-League,2022-2023
81,3,a,42.5,30.9,carry,Successful,Eduardo Camavinga,39.2,27.7,FALSE,-0.0007735132922,Real Madrid,Europe,Champions-League,2022-2023
81,4,a,39.2,27.7,Pass,Successful,Eduardo Camavinga,12.2,36.7,FALSE,-0.00267437112,Real Madrid,Europe,Champions-League,2022-2023
81,9,a,12.4,37.9,Pass,Successful,Thibaut Courtois,35.9,71.9,FALSE,0.001928419325,Real Madrid,Europe,Champions-League,2022-2023
81,12,a,34.4,70.8,Pass,Successful,Nacho,46.4,47.1,FALSE,0.002954468227,Real Madrid,Europe,Champions-League,2022-2023
81,14,h,54.6,53.2,Aerial,Unsuccessful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
81,14,a,45.4,46.8,Aerial,Successful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,14,a,46.4,47.1,Pass,Unsuccessful,Luka Modric,52.3,49.1,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,16,h,45.6,52.4,Pass,Unsuccessful,Virgil van Dijk,71.6,55.7,FALSE,,Liverpool,Europe,Champions-League,2022-2023
81,17,a,25.2,42.2,Pass,Unsuccessful,Éder Militão,27.4,59.8,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,20,h,69.9,39.7,Pass,Successful,Mohamed Salah,64.4,32.1,FALSE,-0.003001814924,Liverpool,Europe,Champions-League,2022-2023
81,21.5,h,64.4,32.1,carry,Successful,James Milner,67.9,24.1,FALSE,0.001809877002,Liverpool,Europe,Champions-League,2022-2023
81,23,h,67.9,24.1,Pass,Successful,James Milner,77.4,13.1,FALSE,0.005135952383,Liverpool,Europe,Champions-League,2022-2023
81,25,h,77.4,13.1,carry,Successful,Trent Alexander-Arnold,88.6,10.2,FALSE,0.009758361604,Liverpool,Europe,Champions-League,2022-2023
81,27,a,11.4,89.8,Tackle,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,27,h,88.6,10.2,TakeOn,Unsuccessful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
81,28,a,11.2,86.2,BallRecovery,Successful,Dani Ceballos,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,28,a,13.7,87,Pass,Successful,Dani Ceballos,27.7,93.4,FALSE,0.001138837137,Real Madrid,Europe,Champions-League,2022-2023
81,31,a,27.5,92.4,Pass,Successful,Vinícius Júnior,35.3,77.1,FALSE,0.002321940876,Real Madrid,Europe,Champions-League,2022-2023
81,33,a,35.3,77.1,carry,Successful,Karim Benzema,29.5,94,FALSE,-0.002081437208,Real Madrid,Europe,Champions-League,2022-2023
81,35,a,29.5,94,TakeOn,Unsuccessful,Karim Benzema,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,39,h,76.9,0,Pass,Successful,Mohamed Salah,62.8,11.3,FALSE,-0.007747470572,Liverpool,Europe,Champions-League,2022-2023
81,40,h,62.8,11.3,Pass,Successful,James Milner,65.5,17.6,FALSE,0.002343381522,Liverpool,Europe,Champions-League,2022-2023
81,41,h,65.5,17.6,Pass,Unsuccessful,Trent Alexander-Arnold,67.2,11.6,FALSE,,Liverpool,Europe,Champions-League,2022-2023
81,42,a,30.6,92.1,BallRecovery,Successful,Dani Ceballos,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,43,a,33.8,91.6,Foul,Successful,Dani Ceballos,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
81,43,h,66.2,8.4,Foul,Unsuccessful,Virgil van Dijk,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
82,5,a,36,91.8,Pass,Successful,Nacho,21.8,60.4,TRUE,-0.0008894786834,Real Madrid,Europe,Champions-League,2022-2023
82,7.5,a,21.8,60.4,carry,Successful,Éder Militão,22.8,64.1,FALSE,0.00008789366772,Real Madrid,Europe,Champions-League,2022-2023
82,10,a,22.8,64.1,Pass,Successful,Éder Militão,29.6,94.4,FALSE,-0.0004776106724,Real Madrid,Europe,Champions-League,2022-2023
82,12,a,29.6,94.4,Pass,Unsuccessful,Nacho,31.6,92.7,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
82,12,h,63,8,BlockedPass,Successful,James Milner,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
82,23,a,31.5,91.8,Pass,Successful,Dani Ceballos,37.9,95.7,FALSE,0.0009973719927,Real Madrid,Europe,Champions-League,2022-2023
82,23,a,29.1,100,Pass,Successful,Nacho,31.5,91.8,FALSE,0.0005588447941,Real Madrid,Europe,Champions-League,2022-2023
82,24.5,a,37.9,95.7,carry,Successful,Nacho,44.8,95.3,FALSE,0.0009971454655,Real Madrid,Europe,Champions-League,2022-2023
82,26,a,44.8,95.3,Pass,Successful,Nacho,43.8,76.6,FALSE,0.001271555634,Real Madrid,Europe,Champions-League,2022-2023
82,27,a,43.8,76.6,Pass,Successful,Karim Benzema,30.5,71,FALSE,-0.002326857997,Real Madrid,Europe,Champions-League,2022-2023
82,28,a,30.5,71,carry,Successful,Eduardo Camavinga,30.7,65.9,FALSE,0.000170753244,Real Madrid,Europe,Champions-League,2022-2023
82,29,a,30.7,65.9,Pass,Successful,Eduardo Camavinga,34.2,31.8,FALSE,0.0006324892216,Real Madrid,Europe,Champions-League,2022-2023
82,31,a,34.2,31.8,Pass,Successful,Daniel Carvajal,35.2,37.9,FALSE,0.0001949251286,Real Madrid,Europe,Champions-League,2022-2023
82,33,a,36.9,36.1,Pass,Successful,Luka Modric,42.3,16,FALSE,0.000313350415,Real Madrid,Europe,Champions-League,2022-2023
82,36,a,41,17.9,Pass,Successful,Federico Valverde,26.4,45,FALSE,-0.001853530096,Real Madrid,Europe,Champions-League,2022-2023
82,38,a,26.7,45.6,Pass,Successful,Éder Militão,34.1,46.9,FALSE,0.001115667492,Real Madrid,Europe,Champions-League,2022-2023
82,39.5,a,34.1,46.9,carry,Successful,Luka Modric,31.2,54.3,FALSE,-0.0004537933934,Real Madrid,Europe,Champions-League,2022-2023
82,41,a,31.2,54.3,Pass,Successful,Luka Modric,28.1,85.6,FALSE,-0.001494869459,Real Madrid,Europe,Champions-League,2022-2023
82,42,a,28.1,85.6,Pass,Successful,Antonio Rüdiger,36.8,93,FALSE,0.001038983733,Real Madrid,Europe,Champions-League,2022-2023
82,44,a,37.1,92.8,Pass,Successful,Nacho,36.9,85.3,FALSE,0.0004856855223,Real Madrid,Europe,Champions-League,2022-2023
82,45.5,a,36.9,85.3,carry,Successful,Luka Modric,42.7,88.8,FALSE,0.0007403239965,Real Madrid,Europe,Champions-League,2022-2023
82,47,h,30.4,15,Interception,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
82,47,a,42.7,88.8,Pass,Unsuccessful,Luka Modric,62.2,87.6,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
82,48,h,31.6,22.4,BallRecovery,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
82,49,h,31.3,24.1,Pass,Successful,Trent Alexander-Arnold,44.4,44.8,FALSE,0.003254903877,Liverpool,Europe,Champions-League,2022-2023
82,51,h,44.4,44.8,Pass,Unsuccessful,Stefan Bajcetic,65.6,32.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
82,53,a,35.7,74,Pass,Successful,Antonio Rüdiger,41,70,FALSE,0.001191413756,Real Madrid,Europe,Champions-League,2022-2023
82,54,a,40.6,70.3,BallRecovery,Successful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
82,54,a,40.6,70.3,Pass,Successful,Luka Modric,44.1,86.4,FALSE,-0.0002576405634,Real Madrid,Europe,Champions-League,2022-2023
83,1,a,77.7,73.6,BallTouch,Unsuccessful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
83,4,h,2.2,32.7,KeeperPickup,Successful,Alisson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
83,9,h,9.1,47.8,Pass,Successful,Alisson,26.1,93.5,FALSE,-0.0009477843038,Liverpool,Europe,Champions-League,2022-2023
83,10.5,h,26.1,93.5,carry,Successful,Andrew Robertson,30.4,81.1,FALSE,0.001530155731,Liverpool,Europe,Champions-League,2022-2023
83,12,h,30.4,81.1,Pass,Successful,Andrew Robertson,31.9,67.6,FALSE,0.0008099359066,Liverpool,Europe,Champions-League,2022-2023
83,13,h,31.9,70.2,Pass,Successful,Stefan Bajcetic,35.7,81.1,FALSE,0.0002536311555,Liverpool,Europe,Champions-League,2022-2023
83,14.5,h,35.7,81.1,carry,Successful,Andrew Robertson,37.2,86.2,FALSE,-0.00007880006818,Liverpool,Europe,Champions-League,2022-2023
83,16,h,37.2,86.2,Pass,Successful,Andrew Robertson,38.7,95.7,FALSE,-0.0002985735739,Liverpool,Europe,Champions-League,2022-2023
83,17,h,38.7,95.7,carry,Successful,Diogo Jota,35.8,92.6,FALSE,-0.0003975598106,Liverpool,Europe,Champions-League,2022-2023
83,18,h,35.8,92.6,Pass,Successful,Diogo Jota,24.6,76.7,FALSE,-0.0008920536764,Liverpool,Europe,Champions-League,2022-2023
83,19.5,h,24.6,76.7,carry,Successful,Stefan Bajcetic,24,70.6,FALSE,0.0001906062603,Liverpool,Europe,Champions-League,2022-2023
83,21,h,24,70.6,Pass,Successful,Stefan Bajcetic,13.8,56.1,FALSE,0.0003777646141,Liverpool,Europe,Champions-League,2022-2023
83,22,h,13.8,56.1,Pass,Successful,Alisson,23.7,76.6,FALSE,-0.0006829031483,Liverpool,Europe,Champions-League,2022-2023
83,24.5,h,23.7,76.6,carry,Successful,Stefan Bajcetic,28.5,87.4,FALSE,0.00005089870156,Liverpool,Europe,Champions-League,2022-2023
83,27,h,28.5,87.4,Pass,Unsuccessful,Stefan Bajcetic,54.5,96,FALSE,,Liverpool,Europe,Champions-League,2022-2023
83,29,a,42.5,4.9,BallTouch,Unsuccessful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
83,33,h,56.3,89.7,Pass,Successful,Roberto Firmino,68,94.7,FALSE,0.004093657947,Liverpool,Europe,Champions-League,2022-2023
83,35,h,68,94.7,carry,Successful,Andrew Robertson,77.5,94.4,FALSE,0.006383737027,Liverpool,Europe,Champions-League,2022-2023
83,37,h,77.5,94.4,Pass,Unsuccessful,Andrew Robertson,86.2,53.3,FALSE,,Liverpool,Europe,Champions-League,2022-2023
83,38,a,13.6,47.2,Interception,Successful,Nacho,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
83,40,a,19.4,31.2,Tackle,Successful,Éder Militão,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
83,40,h,80.6,68.8,TakeOn,Unsuccessful,Roberto Firmino,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
83,44,a,21.4,19.3,Pass,Successful,Éder Militão,35.5,4,FALSE,0.001379303235,Real Madrid,Europe,Champions-League,2022-2023
83,44,a,21.4,19.3,BallRecovery,Successful,Éder Militão,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
83,48,a,37.8,5.2,Pass,Successful,Federico Valverde,36,14.7,FALSE,0.0002952052997,Real Madrid,Europe,Champions-League,2022-2023
83,49,a,36,14.7,carry,Successful,Éder Militão,39.2,12.1,FALSE,0.0003862965197,Real Madrid,Europe,Champions-League,2022-2023
83,50,a,39.2,12.1,Dispossessed,Successful,Éder Militão,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
83,50,h,60.8,87.9,Tackle,Unsuccessful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
83,51,a,37.3,13.3,BallTouch,Successful,Éder Militão,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
83,54,h,58.6,100,Pass,Successful,Andrew Robertson,56.8,91.1,FALSE,-0.0003018228985,Liverpool,Europe,Champions-League,2022-2023
83,56,h,56.8,91.1,carry,Successful,Stefan Bajcetic,53.5,68.4,FALSE,0.0007715728913,Liverpool,Europe,Champions-League,2022-2023
83,58,h,53.5,68.4,Pass,Successful,Stefan Bajcetic,59.5,42.1,FALSE,0.00216317952,Liverpool,Europe,Champions-League,2022-2023
83,59,h,59.5,42.1,carry,Successful,Trent Alexander-Arnold,62,47.3,FALSE,0.0009768923788,Liverpool,Europe,Champions-League,2022-2023
84,0,h,62,47.3,Pass,Successful,Trent Alexander-Arnold,64.8,55.5,FALSE,0.001262926441,Liverpool,Europe,Champions-League,2022-2023
84,1,h,64.8,55.5,Pass,Successful,James Milner,62.4,48.1,FALSE,-0.001115158514,Liverpool,Europe,Champions-League,2022-2023
84,3,h,62,50.3,Pass,Successful,Trent Alexander-Arnold,59,67.8,FALSE,-0.001458275886,Liverpool,Europe,Champions-League,2022-2023
84,4,h,59,67.8,carry,Successful,Stefan Bajcetic,60.1,71.5,FALSE,0.0001479286338,Liverpool,Europe,Champions-League,2022-2023
84,5,h,60.1,71.5,Pass,Successful,Stefan Bajcetic,66.6,79.1,FALSE,0.002863496932,Liverpool,Europe,Champions-League,2022-2023
84,7,h,66.6,79.1,carry,Successful,Fabinho,72.3,79.3,FALSE,0.003657204366,Liverpool,Europe,Champions-League,2022-2023
84,9,h,72.3,79.3,Pass,Successful,Fabinho,74.7,82.9,FALSE,0.00127211755,Liverpool,Europe,Champions-League,2022-2023
84,11,h,74.7,82.9,carry,Successful,Roberto Firmino,75.8,79.3,FALSE,0.0009754482562,Liverpool,Europe,Champions-League,2022-2023
84,13,h,75.8,79.3,Pass,Successful,Roberto Firmino,85.4,72.4,FALSE,0.018126994,Liverpool,Europe,Champions-League,2022-2023
84,15,h,85.4,72.4,carry,Successful,Diogo Jota,92.7,86.6,FALSE,-0.004321356924,Liverpool,Europe,Champions-League,2022-2023
84,17,h,92.7,86.6,Pass,Unsuccessful,Diogo Jota,93.2,83.3,FALSE,,Liverpool,Europe,Champions-League,2022-2023
84,17,a,6.5,18.8,Clearance,Successful,Daniel Carvajal,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
84,19,h,93.4,82.2,CornerAwarded,Successful,Diogo Jota,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
84,19,a,6.6,17.8,CornerAwarded,Unsuccessful,Daniel Carvajal,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
84,53,h,0,0,SubstitutionOff,Successful,Stefan Bajcetic,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
84,53,h,0,0,SubstitutionOn,Successful,Harvey Elliott,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
85,5,h,99.5,99.5,Pass,Unsuccessful,Trent Alexander-Arnold,89.8,62.4,TRUE,,Liverpool,Europe,Champions-League,2022-2023
85,7,a,8.1,37.9,Clearance,Successful,Daniel Carvajal,52.1,21.9,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
85,14,h,47,76.6,Pass,Successful,Andrew Robertson,46.2,54.8,FALSE,0.0005885081977,Liverpool,Europe,Champions-League,2022-2023
85,16,h,46.2,54.8,carry,Successful,James Milner,51.7,53,FALSE,0.001353891892,Liverpool,Europe,Champions-League,2022-2023
85,18,h,51.7,53,Pass,Successful,James Milner,53.4,80.5,FALSE,-0.0003396214205,Liverpool,Europe,Champions-League,2022-2023
85,20,h,53.4,80.5,carry,Successful,Andrew Robertson,55.8,82.4,FALSE,0.0005154889592,Liverpool,Europe,Champions-League,2022-2023
85,22,h,55.8,82.4,Pass,Successful,Andrew Robertson,59.1,72.9,FALSE,0.001642591517,Liverpool,Europe,Champions-League,2022-2023
85,22.5,h,59.1,72.9,carry,Successful,Fabinho,60,69.9,FALSE,0.0004350238768,Liverpool,Europe,Champions-League,2022-2023
85,23,h,60,69.9,Pass,Successful,Fabinho,59.5,81.8,FALSE,-0.0008293108907,Liverpool,Europe,Champions-League,2022-2023
85,24,h,59.6,83.5,Pass,Successful,Andrew Robertson,68.2,80.3,FALSE,0.004821281932,Liverpool,Europe,Champions-League,2022-2023
85,25,h,68.2,80.3,BallTouch,Unsuccessful,Diogo Jota,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
85,26,a,33.7,13.8,BallRecovery,Successful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
85,27,a,31.6,15.7,Pass,Successful,Federico Valverde,39,19.3,FALSE,0.001634127223,Real Madrid,Europe,Champions-League,2022-2023
85,28,a,39,19.3,Pass,Successful,Luka Modric,33.1,22.5,FALSE,-0.0009922047303,Real Madrid,Europe,Champions-League,2022-2023
