minute,second,h_a,x,y,type,outcomeType,playerName,endX,endY,Setpiece,xT,team,country,competition,season
0,0,a,50,50,Pass,Successful,Luka Modric,26.6,41.7,FALSE,-0.004944165728,Real Madrid,Europe,Champions-League,2022-2023
0,2,a,27.4,41.6,Pass,Successful,Éder Militão,58.6,94.7,FALSE,0.005165630398,Real Madrid,Europe,Champions-League,2022-2023
0,6,a,59.1,94.7,BallTouch,Unsuccessful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
0,7,h,39.4,4.9,Pass,Unsuccessful,Trent Alexander-Arnold,65.2,9.8,FALSE,,Liverpool,Europe,Champions-League,2022-2023
0,7,h,39.4,4.9,BallRecovery,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
0,9,a,30.2,92.5,BallRecovery,Successful,Antonio Rüdiger,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
0,10,a,29.4,92.5,Pass,Successful,Antonio Rüdiger,34.6,89.6,FALSE,0.00113909947,Real Madrid,Europe,Champions-League,2022-2023
0,11,a,34.2,89.5,Pass,Successful,Eduardo Camavinga,7.8,63.8,FALSE,-0.001397884399,Real Madrid,Europe,Champions-League,2022-2023
0,15,a,7.8,63.8,Pass,Successful,Thibaut Courtois,15.9,24.6,FALSE,-0.0001322858054,Real Madrid,Europe,Champions-League,2022-2023
0,17,a,15.9,24.6,carry,Successful,Daniel Carvajal,17.1,13,FALSE,-0.000747111608,Real Madrid,Europe,Champions-League,2022-2023
0,19,a,17.1,13,Pass,Successful,Daniel Carvajal,8.3,25.1,FALSE,0.00005582314521,Real Madrid,Europe,Champions-League,2022-2023
0,22,a,8.3,25.1,Pass,Successful,Éder Militão,22.1,30.1,FALSE,0.001385581598,Real Madrid,Europe,Champions-League,2022-2023
0,23,a,20.9,30.3,Pass,Successful,Eduardo Camavinga,4.6,49.7,FALSE,-0.00049621442,Real Madrid,Europe,Champions-League,2022-2023
0,26,a,5.3,50.5,Pass,Successful,Thibaut Courtois,13.3,84.7,FALSE,-0.001035457021,Real Madrid,Europe,Champions-League,2022-2023
0,29,a,13.8,85.3,Pass,Successful,Antonio Rüdiger,21.4,94.2,FALSE,-0.00001752378841,Real Madrid,Europe,Champions-League,2022-2023
0,30,a,21.4,94.2,Pass,Successful,David Alaba,13.5,88.5,FALSE,-0.000258811102,Real Madrid,Europe,Champions-League,2022-2023
0,31,a,13.5,88.5,carry,Successful,Antonio Rüdiger,11,85.5,FALSE,-0.00007840756195,Real Madrid,Europe,Champions-League,2022-2023
0,32,a,11,85.5,Pass,Successful,Antonio Rüdiger,4.4,67,FALSE,0.0007739022778,Real Madrid,Europe,Champions-League,2022-2023
0,35,a,4.4,67,Pass,Successful,Thibaut Courtois,48.9,89.5,FALSE,0.004802473405,Real Madrid,Europe,Champions-League,2022-2023
0,39,h,41.1,15,BallRecovery,Successful,Joe Gomez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
0,39,a,48.9,89.5,BallTouch,Unsuccessful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
0,41,h,37,16.7,Pass,Successful,Joe Gomez,14,41.3,FALSE,-0.00137449102,Liverpool,Europe,Champions-League,2022-2023
0,44,h,14,41.3,Pass,Successful,Alisson,24.9,93.2,FALSE,-0.001402708772,Liverpool,Europe,Champions-League,2022-2023
0,48,h,24.7,96.2,BallTouch,Unsuccessful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,4,a,61,0,Pass,Successful,Daniel Carvajal,32.2,13,FALSE,-0.006202667597,Real Madrid,Europe,Champions-League,2022-2023
1,8,a,31.5,14.1,Pass,Successful,Éder Militão,11.1,46.3,FALSE,-0.0001338489743,Real Madrid,Europe,Champions-League,2022-2023
1,10,a,11.1,46.3,Pass,Successful,Thibaut Courtois,28.5,45.9,FALSE,0.0006439536486,Real Madrid,Europe,Champions-League,2022-2023
1,11.5,a,28.5,45.9,carry,Successful,Eduardo Camavinga,30.5,41.7,FALSE,0.0002741724571,Real Madrid,Europe,Champions-League,2022-2023
1,13,a,30.5,41.7,Pass,Successful,Eduardo Camavinga,21.6,14.8,FALSE,-0.002276996329,Real Madrid,Europe,Champions-League,2022-2023
1,14,a,21.6,14.8,Pass,Successful,Éder Militão,27.1,5.2,FALSE,0.0002193169645,Real Madrid,Europe,Champions-League,2022-2023
1,16,a,27.1,5.2,Pass,Successful,Daniel Carvajal,20.1,13.9,FALSE,-0.0004601358649,Real Madrid,Europe,Champions-League,2022-2023
1,18,a,20.1,13.9,carry,Successful,Éder Militão,23.3,10.5,FALSE,0.0001703678536,Real Madrid,Europe,Champions-League,2022-2023
1,20,a,23.3,10.5,Pass,Unsuccessful,Éder Militão,19.6,9.8,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
1,20,h,78.6,91.8,BlockedPass,Successful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,27,a,21.7,0,Pass,Successful,Daniel Carvajal,23.1,8.4,FALSE,0.0003842923264,Real Madrid,Europe,Champions-League,2022-2023
1,28,a,23.1,8.4,carry,Successful,Eduardo Camavinga,23.8,17.8,FALSE,0.0008011309024,Real Madrid,Europe,Champions-League,2022-2023
1,29,h,76.2,82.2,Tackle,Successful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,29,a,23.8,17.8,Dispossessed,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
1,31,h,75.6,60,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,31,h,75.6,60,Pass,Successful,Jordan Henderson,89.1,57.3,FALSE,0.100312289,Liverpool,Europe,Champions-League,2022-2023
1,34,a,18.1,50.5,Pass,Successful,Eduardo Camavinga,27.8,49.8,FALSE,0.0007565728529,Real Madrid,Europe,Champions-League,2022-2023
1,34,h,89.1,57.3,BallTouch,Unsuccessful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,36,h,73.6,56,Challenge,Unsuccessful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,36,a,26.4,44,TakeOn,Successful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
1,36,a,28,47.9,BallRecovery,Successful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
1,38,a,30,30.3,Pass,Successful,Luka Modric,34.2,9.5,FALSE,-0.0003271145345,Real Madrid,Europe,Champions-League,2022-2023
1,40,a,34.2,9.5,Pass,Successful,Rodrygo,29,9.6,FALSE,-0.000928881183,Real Madrid,Europe,Champions-League,2022-2023
1,41,a,29,9.3,Pass,Successful,Daniel Carvajal,37.9,16.2,FALSE,0.002096487888,Real Madrid,Europe,Champions-League,2022-2023
1,43,a,35.1,16,Pass,Successful,Luka Modric,27.8,8.6,FALSE,-0.001794934794,Real Madrid,Europe,Champions-League,2022-2023
1,44,a,27.8,8.6,Pass,Unsuccessful,Daniel Carvajal,31.5,13.3,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
1,46,h,73.4,88.4,BallTouch,Successful,Stefan Bajcetic,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,47,h,69.4,72.1,BallTouch,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
1,47,a,29,17,Pass,Successful,Federico Valverde,35.2,14.1,FALSE,0.0009422031282,Real Madrid,Europe,Champions-League,2022-2023
1,49,a,35.2,14.1,Pass,Unsuccessful,Luka Modric,37.3,9.3,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
1,49,h,65.1,92.7,BlockedPass,Successful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
2,1,a,36.1,0,Pass,Unsuccessful,Daniel Carvajal,64.7,7.3,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
2,4,h,26.2,92.1,BallTouch,Successful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
2,16,a,72.3,0,Pass,Successful,Daniel Carvajal,68.6,5,FALSE,-0.002150712402,Real Madrid,Europe,Champions-League,2022-2023
2,17,a,68.6,5,Pass,Successful,Karim Benzema,70.4,2.1,FALSE,0.0008152843243,Real Madrid,Europe,Champions-League,2022-2023
2,18,a,70.4,2.1,Pass,Successful,Daniel Carvajal,52.6,2.4,FALSE,-0.006730382417,Real Madrid,Europe,Champions-League,2022-2023
2,20,a,52.6,2.4,carry,Successful,Éder Militão,57.3,3,FALSE,0.001448630811,Real Madrid,Europe,Champions-League,2022-2023
2,22,a,57.3,3,Pass,Successful,Éder Militão,71.7,96,FALSE,0.006160110856,Real Madrid,Europe,Champions-League,2022-2023
2,25,a,71.7,96,carry,Successful,Vinícius Júnior,77.3,87.3,FALSE,0.005358611234,Real Madrid,Europe,Champions-League,2022-2023
2,28,a,77.3,87.3,Pass,Unsuccessful,Vinícius Júnior,95.9,51.7,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
2,30,h,7.4,47.2,KeeperPickup,Successful,Alisson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
2,34,h,15.3,43.7,Pass,Successful,Alisson,27,94.7,FALSE,-0.001167684694,Liverpool,Europe,Champions-League,2022-2023
2,37,h,27.1,93.8,Pass,Successful,Andrew Robertson,28.4,74.2,FALSE,0.001327982575,Liverpool,Europe,Champions-League,2022-2023
2,40,h,29.4,73.9,Pass,Successful,Stefan Bajcetic,18.5,74.5,FALSE,-0.001320219235,Liverpool,Europe,Champions-League,2022-2023
2,41,h,24,59.6,Pass,Successful,Fabinho,5.6,44.2,FALSE,-0.0009222609107,Liverpool,Europe,Champions-League,2022-2023
2,41,h,18.5,74.5,Pass,Successful,Virgil van Dijk,24,59.6,FALSE,0.0009394574495,Liverpool,Europe,Champions-League,2022-2023
2,45,h,6.9,41.9,Pass,Successful,Alisson,12.1,16.8,FALSE,-0.001202868636,Liverpool,Europe,Champions-League,2022-2023
2,47,h,12.7,16.1,Pass,Successful,Joe Gomez,23.3,1,FALSE,0.0002516552386,Liverpool,Europe,Champions-League,2022-2023
2,48.5,h,23.3,1,carry,Successful,Trent Alexander-Arnold,23.4,6,FALSE,0.00001595255255,Liverpool,Europe,Champions-League,2022-2023
2,50,h,23.4,6,TakeOn,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
2,50,a,76.6,94,Challenge,Unsuccessful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
2,52,h,19,15,Pass,Successful,Trent Alexander-Arnold,24.6,28,FALSE,0.001374527707,Liverpool,Europe,Champions-League,2022-2023
2,53.5,h,24.6,28,carry,Successful,Fabinho,26.2,31.6,FALSE,0.0003583183832,Liverpool,Europe,Champions-League,2022-2023
2,55,h,26.2,31.6,Pass,Successful,Fabinho,24.7,28.8,FALSE,-0.0003095906425,Liverpool,Europe,Champions-League,2022-2023
2,56,h,25.1,28.6,Pass,Successful,Trent Alexander-Arnold,48.5,42.2,FALSE,0.005006800492,Liverpool,Europe,Champions-League,2022-2023
2,58,h,48.5,42.2,carry,Successful,Cody Gakpo,57.8,34.8,FALSE,0.002579181969,Liverpool,Europe,Champions-League,2022-2023
3,0,h,57.8,34.8,Pass,Unsuccessful,Cody Gakpo,65.1,26.2,FALSE,,Liverpool,Europe,Champions-League,2022-2023
3,1,a,33.7,71.4,Pass,Unsuccessful,David Alaba,46.9,49.4,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
3,3,h,55.5,43.1,Pass,Successful,Stefan Bajcetic,56.3,11.1,FALSE,-0.001427683285,Liverpool,Europe,Champions-League,2022-2023
3,5,h,58.5,10,Pass,Successful,Jordan Henderson,63.7,4.7,FALSE,0.001460522823,Liverpool,Europe,Champions-League,2022-2023
3,7,h,63.7,4.7,carry,Successful,Mohamed Salah,79.9,15.2,FALSE,0.01193403883,Liverpool,Europe,Champions-League,2022-2023
3,9,h,79.9,15.2,Pass,Successful,Mohamed Salah,91.8,42.7,FALSE,0.1449517266,Liverpool,Europe,Champions-League,2022-2023
3,9.5,h,91.8,42.7,carry,Successful,Darwin Núñez,92.3,46,FALSE,0.01906053464,Liverpool,Europe,Champions-League,2022-2023
3,10,h,92.3,46,Goal,Successful,Darwin Núñez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
4,28,a,50,50,Pass,Successful,Karim Benzema,36.7,67.9,FALSE,-0.003339019254,Real Madrid,Europe,Champions-League,2022-2023
4,30,a,36.7,67.9,Pass,Successful,Eduardo Camavinga,45.3,92.1,FALSE,0.00002954223145,Real Madrid,Europe,Champions-League,2022-2023
4,32,a,45.3,92.1,BallTouch,Unsuccessful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
4,34,h,44.9,16.2,BallRecovery,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
4,34,h,44.9,16.2,Pass,Successful,Mohamed Salah,53.2,24.9,FALSE,0.002819088637,Liverpool,Europe,Champions-League,2022-2023
4,35,h,53.2,24.9,Pass,Successful,Jordan Henderson,43.3,25,FALSE,-0.002641082666,Liverpool,Europe,Champions-League,2022-2023
4,36,h,43.3,25,carry,Successful,Fabinho,46.2,28.9,FALSE,0.0007562692705,Liverpool,Europe,Champions-League,2022-2023
4,37,h,46.2,28.9,Pass,Successful,Fabinho,37.7,63.7,FALSE,-0.001614491304,Liverpool,Europe,Champions-League,2022-2023
4,39,h,46.4,5.2,BallTouch,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
4,41,h,36,58.1,Pass,Successful,Andrew Robertson,28,48.5,FALSE,-0.001234447187,Liverpool,Europe,Champions-League,2022-2023
4,42,h,28,48.5,Pass,Successful,Virgil van Dijk,33.9,37.9,FALSE,0.0008600252654,Liverpool,Europe,Champions-League,2022-2023
4,43.5,h,33.9,37.9,carry,Successful,Fabinho,37.6,32.2,FALSE,0.0006883107085,Liverpool,Europe,Champions-League,2022-2023
4,45,h,37.6,32.2,Pass,Successful,Fabinho,53.7,5.3,FALSE,0.001910514792,Liverpool,Europe,Champions-League,2022-2023
4,46.5,h,53.7,5.3,carry,Successful,Trent Alexander-Arnold,59.3,5.5,FALSE,0.001803166306,Liverpool,Europe,Champions-League,2022-2023
4,48,h,59.3,5.5,Pass,Successful,Trent Alexander-Arnold,62.3,11.7,FALSE,0.001526606945,Liverpool,Europe,Champions-League,2022-2023
4,49,h,62.3,11.7,Pass,Successful,Jordan Henderson,58.7,5.2,FALSE,-0.001722256675,Liverpool,Europe,Champions-League,2022-2023
4,51,h,58.7,5.2,Pass,Successful,Trent Alexander-Arnold,53.3,30.3,FALSE,0.0002910508044,Liverpool,Europe,Champions-League,2022-2023
4,52.5,h,53.3,30.3,carry,Successful,Fabinho,54.9,34.3,FALSE,0.0005606391988,Liverpool,Europe,Champions-League,2022-2023
4,54,h,54.9,34.3,Pass,Successful,Fabinho,55.6,51.8,FALSE,0.0003612367535,Liverpool,Europe,Champions-League,2022-2023
4,55,h,55.6,51.8,carry,Successful,Stefan Bajcetic,55.2,47.9,FALSE,-0.0001477679279,Liverpool,Europe,Champions-League,2022-2023
4,56,h,55.2,47.9,Pass,Successful,Stefan Bajcetic,54.4,40.7,FALSE,-0.0003098243249,Liverpool,Europe,Champions-League,2022-2023
4,57,h,54.4,40.7,carry,Successful,Fabinho,55,34.3,FALSE,0.0001597425964,Liverpool,Europe,Champions-League,2022-2023
4,58,h,55,34.3,Pass,Successful,Fabinho,55.8,24,FALSE,-0.000231744887,Liverpool,Europe,Champions-League,2022-2023
4,58,h,55.8,24,Pass,Successful,Jordan Henderson,54.2,36.9,FALSE,-0.00001234736624,Liverpool,Europe,Champions-League,2022-2023
5,0.5,h,54.2,36.9,carry,Successful,Fabinho,58.9,52.7,FALSE,0.001761027315,Liverpool,Europe,Champions-League,2022-2023
5,3,h,58.9,52.7,Pass,Successful,Fabinho,55.7,77.2,FALSE,-0.001823704825,Liverpool,Europe,Champions-League,2022-2023
5,4.5,h,55.7,77.2,carry,Successful,Virgil van Dijk,56.7,69.9,FALSE,0.0007220913557,Liverpool,Europe,Champions-League,2022-2023
5,6,h,56.7,69.9,Pass,Successful,Virgil van Dijk,60,63.3,FALSE,0.001252154475,Liverpool,Europe,Champions-League,2022-2023
5,9,h,61.6,65.8,Pass,Successful,Stefan Bajcetic,64.3,92.6,FALSE,-0.0007921014472,Liverpool,Europe,Champions-League,2022-2023
5,12,h,64.3,92.6,Pass,Unsuccessful,Andrew Robertson,79.7,70.8,FALSE,,Liverpool,Europe,Champions-League,2022-2023
5,15,a,20,27.1,Pass,Unsuccessful,Antonio Rüdiger,42.2,8.6,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
5,16,h,70.8,78.2,BallTouch,Successful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
5,18,h,61.6,88.6,Pass,Successful,Stefan Bajcetic,70.1,83.8,FALSE,0.005329433021,Liverpool,Europe,Champions-League,2022-2023
5,19,a,28.6,40.8,BallRecovery,Successful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
5,19,h,70.1,83.8,Pass,Unsuccessful,Darwin Núñez,70.6,56,FALSE,,Liverpool,Europe,Champions-League,2022-2023
5,20,a,28.6,40.8,Pass,Successful,Luka Modric,35.5,33.5,FALSE,0.001118944221,Real Madrid,Europe,Champions-League,2022-2023
5,21,a,36.8,31.2,Pass,Successful,Eduardo Camavinga,57.4,14.1,FALSE,0.004080773432,Real Madrid,Europe,Champions-League,2022-2023
5,23,a,59.3,14.5,Pass,Successful,Rodrygo,75.8,93,FALSE,0.007891295669,Real Madrid,Europe,Champions-League,2022-2023
5,27,a,75.8,93,carry,Successful,Vinícius Júnior,79.3,80,FALSE,0.004431310012,Real Madrid,Europe,Champions-League,2022-2023
5,31,a,79.3,80,Pass,Successful,Vinícius Júnior,77.8,67.7,FALSE,-0.001311184558,Real Madrid,Europe,Champions-League,2022-2023
5,32,a,77.8,67.7,Pass,Successful,Rodrygo,73.2,66.1,FALSE,-0.002508794884,Real Madrid,Europe,Champions-League,2022-2023
5,34,a,73.9,65.9,BallTouch,Successful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
5,36,a,80.1,52,BallTouch,Unsuccessful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
5,38,h,17.1,42.1,Clearance,Successful,Virgil van Dijk,30.2,24.4,FALSE,,Liverpool,Europe,Champions-League,2022-2023
5,39,a,69.9,66.5,Pass,Unsuccessful,David Alaba,76.9,37.5,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
5,39,h,30.2,25.3,Pass,Successful,Mohamed Salah,23.8,60.6,FALSE,-0.0005445709503,Liverpool,Europe,Champions-League,2022-2023
5,39,h,30.2,25.3,BallRecovery,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
5,41.5,h,23.8,60.6,carry,Successful,Andrew Robertson,31.6,56.4,FALSE,0.001187954839,Liverpool,Europe,Champions-League,2022-2023
5,44,h,31.6,56.4,Pass,Successful,Andrew Robertson,52.6,3.4,FALSE,0.002619855086,Liverpool,Europe,Champions-League,2022-2023
5,49,h,52.6,3.4,Pass,Successful,Jordan Henderson,59.4,2.6,FALSE,0.002133404865,Liverpool,Europe,Champions-League,2022-2023
5,51,h,59.4,2.6,carry,Successful,Mohamed Salah,55.4,5.5,FALSE,-0.00133693982,Liverpool,Europe,Champions-League,2022-2023
5,53,h,55.4,5.5,Pass,Successful,Mohamed Salah,43.9,15.8,FALSE,-0.001957102676,Liverpool,Europe,Champions-League,2022-2023
5,55,h,45.3,17,Pass,Successful,Trent Alexander-Arnold,52.7,29.5,FALSE,0.00278466905,Liverpool,Europe,Champions-League,2022-2023
5,56,h,52.7,29.5,Pass,Successful,Fabinho,43.5,21.9,FALSE,-0.002831065794,Liverpool,Europe,Champions-League,2022-2023
5,58,h,43.5,21.9,carry,Successful,Trent Alexander-Arnold,43.7,17.9,FALSE,-0.0001581296962,Liverpool,Europe,Champions-League,2022-2023
6,0,h,43.7,17.9,Pass,Successful,Trent Alexander-Arnold,54.7,12,FALSE,0.002223573128,Liverpool,Europe,Champions-League,2022-2023
6,2.5,h,54.7,12,carry,Successful,Jordan Henderson,57.4,23.6,FALSE,0.001852432267,Liverpool,Europe,Champions-League,2022-2023
6,5,h,57.4,23.6,Pass,Successful,Jordan Henderson,58.1,2.9,FALSE,-0.001376670711,Liverpool,Europe,Champions-League,2022-2023
6,7.5,h,58.1,2.9,carry,Successful,Mohamed Salah,62.8,4.7,FALSE,0.001578573709,Liverpool,Europe,Champions-League,2022-2023
6,10,h,62.8,4.7,Pass,Successful,Mohamed Salah,55.9,12.2,FALSE,-0.00168180238,Liverpool,Europe,Champions-League,2022-2023
6,11,h,55.9,14.9,Pass,Successful,Trent Alexander-Arnold,55.5,25.9,FALSE,0.0007378123947,Liverpool,Europe,Champions-League,2022-2023
6,12.5,h,55.5,25.9,carry,Successful,Jordan Henderson,56,29.2,FALSE,0.0003417641431,Liverpool,Europe,Champions-League,2022-2023
6,14,h,56,29.2,Pass,Successful,Jordan Henderson,57,40.4,FALSE,0.0005906305899,Liverpool,Europe,Champions-League,2022-2023
6,15,h,57,40.4,Pass,Successful,Stefan Bajcetic,55.3,35.5,FALSE,-0.0006749851408,Liverpool,Europe,Champions-League,2022-2023
6,16,h,55.3,35.5,Pass,Successful,Jordan Henderson,43.1,51.8,FALSE,-0.00309192118,Liverpool,Europe,Champions-League,2022-2023
6,17.5,h,43.1,51.8,carry,Successful,Joe Gomez,43.1,47.6,FALSE,0,Liverpool,Europe,Champions-League,2022-2023
6,19,h,43.1,47.6,Pass,Successful,Joe Gomez,46.1,25.2,FALSE,0.00003789527629,Liverpool,Europe,Champions-League,2022-2023
6,22,h,46.1,25.2,Pass,Successful,Trent Alexander-Arnold,66.1,21.9,FALSE,0.00691149811,Liverpool,Europe,Champions-League,2022-2023
6,25,h,66.1,21.9,carry,Successful,Fabinho,78.2,26,FALSE,0.007362315114,Liverpool,Europe,Champions-League,2022-2023
6,28,h,78.2,26,Dispossessed,Successful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
6,28,a,21.8,74,Tackle,Unsuccessful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
6,29,h,76.9,24,BallTouch,Successful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
6,30,a,17.9,73.4,Pass,Successful,Eduardo Camavinga,27.9,81.2,FALSE,0.0007498664664,Real Madrid,Europe,Champions-League,2022-2023
6,30,a,17.9,73.4,BallRecovery,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
6,30,a,13.2,71.4,Pass,Successful,Antonio Rüdiger,17.9,73.4,FALSE,0.00006554618426,Real Madrid,Europe,Champions-League,2022-2023
6,31,a,27.9,81.2,carry,Successful,Luka Modric,28.8,85.5,FALSE,-0.0001432542512,Real Madrid,Europe,Champions-League,2022-2023
6,32,a,28.8,85.5,Pass,Unsuccessful,Luka Modric,37.7,89.9,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
6,33,h,65.3,7.3,BallTouch,Successful,Trent Alexander-Arnold,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
6,34,a,45.4,80.7,Pass,Unsuccessful,Karim Benzema,65.9,84,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
6,36,h,31.5,15.8,BallRecovery,Successful,Joe Gomez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
6,38,h,22.3,17.7,Pass,Successful,Joe Gomez,8.4,44.8,FALSE,0.0005768106073,Liverpool,Europe,Champions-League,2022-2023
6,41,h,9,45.5,Pass,Successful,Alisson,25.9,95.3,FALSE,-0.0009736282132,Liverpool,Europe,Champions-League,2022-2023
6,46,h,28.3,94.5,Pass,Successful,Andrew Robertson,18.1,84.7,FALSE,-0.000704145227,Liverpool,Europe,Champions-League,2022-2023
6,48,h,18.1,84.7,Pass,Successful,Virgil van Dijk,22.8,79.3,FALSE,0.0008544627621,Liverpool,Europe,Champions-League,2022-2023
6,50,h,22.8,79.3,Pass,Successful,Stefan Bajcetic,14.3,86.2,FALSE,-0.001266023793,Liverpool,Europe,Champions-League,2022-2023
6,52,h,14.3,86.2,Pass,Successful,Virgil van Dijk,4.8,60.2,FALSE,0.0008087619193,Liverpool,Europe,Champions-League,2022-2023
6,54.5,h,4.8,60.2,carry,Successful,Alisson,4.2,52.1,FALSE,0.00008089831748,Liverpool,Europe,Champions-League,2022-2023
6,57,h,4.2,52.1,Pass,Successful,Alisson,9.6,33.1,FALSE,0.0001802198941,Liverpool,Europe,Champions-League,2022-2023
6,58,h,9.7,33,Pass,Successful,Joe Gomez,28.3,23,FALSE,0.001063869703,Liverpool,Europe,Champions-League,2022-2023
6,59,h,28.3,23,Pass,Successful,Jordan Henderson,27.6,5.6,FALSE,-0.001122746733,Liverpool,Europe,Champions-League,2022-2023
7,2,h,30.4,4.7,Pass,Unsuccessful,Trent Alexander-Arnold,32.3,4.7,FALSE,,Liverpool,Europe,Champions-League,2022-2023
7,2,a,63,95.1,BlockedPass,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
7,17,h,35.4,0,Pass,Successful,Trent Alexander-Arnold,28.6,18.2,FALSE,-0.0004104514412,Liverpool,Europe,Champions-League,2022-2023
7,18,h,28.6,18.2,carry,Successful,Fabinho,24.1,31.9,FALSE,-0.00003019265095,Liverpool,Europe,Champions-League,2022-2023
7,19,h,24.1,31.9,Pass,Successful,Fabinho,7.9,42.2,FALSE,-0.0004994045601,Liverpool,Europe,Champions-League,2022-2023
7,24,h,8.5,42.7,Pass,Successful,Alisson,15.1,20.4,FALSE,-0.0009823998935,Liverpool,Europe,Champions-League,2022-2023
7,25,h,15.1,20.4,carry,Successful,Joe Gomez,18.5,17.1,FALSE,0.00001697699445,Liverpool,Europe,Champions-League,2022-2023
7,26,h,18.5,17.1,Pass,Unsuccessful,Joe Gomez,45.3,15.5,FALSE,,Liverpool,Europe,Champions-League,2022-2023
7,28,a,52,83.8,BallRecovery,Successful,Antonio Rüdiger,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
7,28,a,52,83.8,Pass,Successful,Antonio Rüdiger,42.6,92.2,FALSE,-0.003097721517,Real Madrid,Europe,Champions-League,2022-2023
7,29,a,42.6,92.2,carry,Successful,David Alaba,39.6,92.4,FALSE,-0.0004761108835,Real Madrid,Europe,Champions-League,2022-2023
7,30,a,39.6,92.4,Pass,Successful,David Alaba,14.2,67,FALSE,-0.00173503018,Real Madrid,Europe,Champions-League,2022-2023
7,33,a,13.6,65,Pass,Successful,Thibaut Courtois,27,59,FALSE,0.0008979181538,Real Madrid,Europe,Champions-League,2022-2023
7,35,a,26.2,59,Pass,Successful,Federico Valverde,11.3,65.8,FALSE,-0.0009887391961,Real Madrid,Europe,Champions-League,2022-2023
7,37.5,a,11.3,65.8,carry,Successful,Thibaut Courtois,13.6,61.9,FALSE,0.0004315216725,Real Madrid,Europe,Champions-League,2022-2023
7,40,a,13.6,61.9,Pass,Successful,Thibaut Courtois,33.3,92.1,FALSE,0.0003007135234,Real Madrid,Europe,Champions-League,2022-2023
7,44,h,64.2,7.9,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
7,44,a,33.3,92.1,BallTouch,Unsuccessful,David Alaba,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
