,id,eventId,minute,second,teamId,x,y,expandedMinute,matchPeriod,event_type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,pass_recipient,matchID,match_string,team_name
0,2509371315,2,0,0,26,0,0,0,FirstHalf,Start,Successful,[],[],FALSE,,,,,,,,,,,,,,1640948,Newcastle - Liverpool,Liverpool
1,2509371337,2,0,0,23,0,0,0,FirstHalf,Start,Successful,[],[],FALSE,,,,,,,,,,,,,68659,1640948,Newcastle - Liverpool,Newcastle
2,2509371343,3,0,0,26,50.1,50.3,0,FirstHalf,Pass,Successful,"[{'PassEndY': '56.0'}, {'PassEndX': '27.4'}, {'Length': '24.1'}, {'Angle': '3.0'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'defensiveThird', 'pos']",TRUE,68659,27.4,56,,,,,,,,,,136451,1640948,Newcastle - Liverpool,Liverpool
3,2509371363,4,0,3,26,27.8,57.3,0,FirstHalf,Pass,Unsuccessful,"[{'PassEndY': '100.0'}, {'Longball': True}, {'PassEndX': '72.0'}, {'Zone': 'Left'}, {'Angle': '0.6'}, {'Length': '55.1'}, {'Chipped': True}]","['touches', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",TRUE,136451,72,100,,,,,,,,,,83078,1640948,Newcastle - Liverpool,Liverpool
4,2509371675,5,0,28,23,24.2,0,0,FirstHalf,Pass,Successful,"[{'Length': '4.1'}, {'PassEndY': '4.0'}, {'Zone': 'Back'}, {'Angle': '1.2'}, {'ThrowIn': True}, {'PassEndX': '25.6'}]","['touches', 'throwIn', 'passForward', 'passLeft', 'defensiveThird']",TRUE,83078,25.6,4,,,,,,,,,,201755,1640948,Newcastle - Liverpool,Newcastle
5,2509371709,6,0,31,23,22.9,5.5,0,FirstHalf,Pass,Successful,"[{'Angle': '3.1'}, {'Length': '19.4'}, {'Zone': 'Back'}, {'PassEndX': '4.4'}, {'PassEndY': '5.5'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'defensiveThird', 'pos']",TRUE,201755,4.4,5.5,,,,,,,,,,82726,1640948,Newcastle - Liverpool,Newcastle
6,2509371735,7,0,33,23,3.5,4,0,FirstHalf,Pass,Unsuccessful,"[{'Longball': True}, {'Angle': '6.2'}, {'PassEndX': '41.1'}, {'Chipped': True}, {'Zone': 'Back'}, {'PassEndY': '1.7'}, {'Length': '39.5'}]","['touches', 'passBackZoneInaccurate', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,82726,41.1,1.7,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Newcastle
7,2509371741,6,0,35,26,58.9,95,0,FirstHalf,Pass,Successful,"[{'Zone': 'Left'}, {'HeadPass': True}, {'PassEndY': '93.0'}, {'Length': '6.2'}, {'Angle': '6.1'}, {'PassEndX': '64.7'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passHead', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,115726,64.7,93,,,,,,,,,,444540,1640948,Newcastle - Liverpool,Liverpool
8,2509371769,8,0,37,26,64.6,92.1,0,FirstHalf,Pass,Unsuccessful,"[{'PassEndY': '89.1'}, {'PassEndX': '73.6'}, {'Zone': 'Left'}, {'Angle': '6.1'}, {'Length': '9.7'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passRight', 'finalThird', 'pos']",TRUE,444540,73.6,89.1,,,,,,,,,,82726,1640948,Newcastle - Liverpool,Liverpool
9,2509371815,9,0,38,23,23.4,21.1,0,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'Chipped': True}, {'Length': '18.2'}, {'Angle': '0.4'}, {'PassEndY': '32.2'}, {'PassEndX': '39.2'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passChipped', 'passForward', 'passLeft', 'midThird', 'pos']",TRUE,82726,39.2,32.2,,,,,,,,,,299254,1640948,Newcastle - Liverpool,Newcastle
10,2509371821,10,0,39,23,39.2,32.2,0,FirstHalf,BallTouch,Unsuccessful,[{'Zone': 'Back'}],"['touches', 'turnover']",TRUE,299254,,,,,,,,,,,,136451,1640948,Newcastle - Liverpool,Newcastle
11,2509371817,9,0,40,26,54.5,73.7,0,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,136451,,,,,,,,,,,,136451,1640948,Newcastle - Liverpool,Liverpool
12,2509371829,10,0,41,26,56.8,73.6,0,FirstHalf,Pass,Successful,"[{'PassEndY': '62.7'}, {'Zone': 'Center'}, {'Length': '9.1'}, {'Angle': '5.3'}, {'PassEndX': '61.8'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,136451,61.8,62.7,,,,,,,,,,68659,1640948,Newcastle - Liverpool,Liverpool
13,2509371839,11,0,41,26,57.1,61.1,0,FirstHalf,Pass,Unsuccessful,"[{'PassEndY': '64.1'}, {'Angle': '2.6'}, {'Length': '3.8'}, {'PassEndX': '54.0'}, {'Zone': 'Center'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passBack', 'passLeft', 'midThird', 'pos']",TRUE,68659,54,64.1,,,,,,,,,,299254,1640948,Newcastle - Liverpool,Liverpool
14,2509371847,11,0,43,23,65.2,58.8,0,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,299254,,,,,,,,,,,,299254,1640948,Newcastle - Liverpool,Newcastle
15,2509371889,12,0,45,23,64.9,61.7,0,FirstHalf,Pass,Successful,"[{'PassEndX': '71.2'}, {'PassEndY': '77.1'}, {'Angle': '1.0'}, {'Length': '12.4'}, {'Zone': 'Center'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passLeft', 'finalThird', 'pos']",TRUE,299254,71.2,77.1,,,,,,,,,,135891,1640948,Newcastle - Liverpool,Newcastle
16,2509371915,13,0,47,23,73.3,77.3,0,FirstHalf,Pass,Successful,"[{'Zone': 'Center'}, {'Length': '18.7'}, {'PassEndY': '77.7'}, {'Angle': '0.0'}, {'PassEndX': '91.1'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passLeft', 'finalThird', 'pos']",TRUE,135891,91.1,77.7,,,,,,,,,,299254,1640948,Newcastle - Liverpool,Newcastle
17,2509371963,14,0,49,23,90.2,86.7,0,FirstHalf,Pass,Successful,"[{'PassEndX': '79.4'}, {'PassEndY': '87.5'}, {'Angle': '3.1'}, {'Zone': 'Left'}, {'Length': '11.4'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passLeft', 'finalThird', 'pos']",TRUE,299254,79.4,87.5,,,,,,,,,,135891,1640948,Newcastle - Liverpool,Newcastle
18,2509372001,15,0,54,23,77.8,88.7,0,FirstHalf,Pass,Successful,"[{'Zone': 'Left'}, {'Angle': '0.3'}, {'PassEndX': '88.0'}, {'PassEndY': '93.6'}, {'Length': '11.2'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passLeft', 'finalThird', 'pos']",TRUE,135891,88,93.6,,,,,,,,,,299254,1640948,Newcastle - Liverpool,Newcastle
19,2509372015,16,0,58,23,94.4,79.4,0,FirstHalf,Pass,Unsuccessful,"[{'Length': '22.5'}, {'PassEndY': '46.9'}, {'Zone': 'Center'}, {'Angle': '4.5'}, {'Chipped': True}, {'Cross': True}, {'PassEndX': '90.5'}, {'LeftFoot': True}]","['touches', 'passLeftFoot', 'passChipped', 'passCrossInaccurate', 'passBack', 'passRight', 'finalThird', 'pos']",TRUE,299254,90.5,46.9,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Newcastle
20,2509372033,12,1,0,26,9.5,60,1,FirstHalf,Clearance,Successful,"[{'Angle': '5.4'}, {'Length': '10.2'}, {'PassEndY': '48.2'}, {'PassEndX': '15.5'}, {'Zone': 'Back'}]","['touches', 'clearanceEffective', 'clearanceTotal', 'defensiveThird']",TRUE,115726,15.5,48.2,,,,,,,,,,444540,1640948,Newcastle - Liverpool,Liverpool
21,2509372035,13,1,1,26,13.8,57.6,1,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,444540,,,,,,,,,,,,444540,1640948,Newcastle - Liverpool,Liverpool
22,2509372103,14,1,2,26,18.7,54.8,1,FirstHalf,Pass,Unsuccessful,"[{'Zone': 'Left'}, {'Angle': '0.4'}, {'Chipped': True}, {'Longball': True}, {'Length': '55.7'}, {'PassEndY': '87.9'}, {'PassEndX': '67.2'}]","['touches', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",TRUE,444540,67.2,87.9,,,,,,,,,,105720,1640948,Newcastle - Liverpool,Liverpool
23,2509372131,17,1,7,23,0,0,1,FirstHalf,KeeperSweeper,Successful,[{'Zone': 'Back'}],[],FALSE,105720,,,,,,,,,,,,105720,1640948,Newcastle - Liverpool,Newcastle
24,2509372135,18,1,7,23,36,20.2,1,FirstHalf,Clearance,Successful,"[{'Zone': 'Back'}, {'PassEndX': '47.0'}, {'Angle': '6.1'}, {'Length': '11.7'}, {'Head': True}, {'PassEndY': '17.6'}]","['touches', 'clearanceEffective', 'clearanceTotal', 'clearanceHead', 'midThird']",TRUE,105720,47,17.6,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Newcastle
25,2509372165,19,1,11,23,46.3,17.6,1,FirstHalf,Pass,Successful,"[{'PassEndY': '2.3'}, {'PassEndX': '62.4'}, {'Zone': 'Right'}, {'Angle': '5.7'}, {'Length': '19.8'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,303924,62.4,2.3,,,,,,,,,,342811,1640948,Newcastle - Liverpool,Newcastle
26,2509372179,20,1,13,23,58.4,9.5,1,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,342811,,,,,,,,,,,,342811,1640948,Newcastle - Liverpool,Newcastle
27,2509372217,21,1,15,23,58.4,13.3,1,FirstHalf,Pass,Successful,"[{'PassEndX': '60.3'}, {'PassEndY': '1.6'}, {'Angle': '5.0'}, {'Length': '8.2'}, {'Zone': 'Right'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,342811,60.3,1.6,,,,,,,,,,83078,1640948,Newcastle - Liverpool,Newcastle
28,2509372277,22,1,17,23,58.5,1.9,1,FirstHalf,Pass,Unsuccessful,"[{'PassEndX': '75.2'}, {'PassEndY': '0.0'}, {'Angle': '6.2'}, {'Chipped': True}, {'Length': '17.7'}, {'Zone': 'Right'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passChipped', 'passForward', 'passRight', 'finalThird', 'pos']",TRUE,83078,75.2,0,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Newcastle
29,2509372587,17,1,43,26,31.6,100,1,FirstHalf,Pass,Successful,"[{'ThrowIn': True}, {'PassEndY': '87.6'}, {'Length': '28.0'}, {'PassEndX': '6.5'}, {'Angle': '3.5'}, {'Zone': 'Back'}, {'Longball': True}]","['touches', 'throwIn', 'passBack', 'passRight', 'defensiveThird']",TRUE,115726,6.5,87.6,,,,,,,,,,95408,1640948,Newcastle - Liverpool,Liverpool
30,2509372633,18,1,45,26,7.1,87.5,1,FirstHalf,Pass,Successful,"[{'Angle': '4.7'}, {'Zone': 'Back'}, {'Length': '23.5'}, {'PassEndX': '7.3'}, {'PassEndY': '53.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'defensiveThird', 'pos']",TRUE,95408,7.3,53,,,,,,,,,,114147,1640948,Newcastle - Liverpool,Liverpool
31,2509372673,19,1,48,26,10.1,44.1,1,FirstHalf,Pass,Successful,"[{'Angle': '0.2'}, {'Zone': 'Back'}, {'PassEndX': '24.5'}, {'Length': '15.4'}, {'PassEndY': '48.5'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'defensiveThird', 'pos']",TRUE,114147,24.5,48.5,,,,,,,,,,115916,1640948,Newcastle - Liverpool,Liverpool
32,2509372725,20,1,53,26,29.8,51.3,1,FirstHalf,Pass,Successful,"[{'Angle': '1.1'}, {'Zone': 'Back'}, {'Length': '22.2'}, {'PassEndX': '39.9'}, {'PassEndY': '80.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",TRUE,115916,39.9,80,,,,,,,,,,352825,1640948,Newcastle - Liverpool,Liverpool
33,2509372749,21,1,56,26,40.4,75.6,1,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'PassEndX': '42.2'}, {'PassEndY': '93.8'}, {'Length': '12.5'}, {'Angle': '1.4'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",TRUE,352825,42.2,93.8,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Liverpool
34,2509372769,22,1,58,26,41.8,94.5,1,FirstHalf,Pass,Successful,"[{'Angle': '4.6'}, {'Zone': 'Back'}, {'PassEndX': '40.4'}, {'Length': '14.4'}, {'PassEndY': '73.5'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'midThird', 'pos']",TRUE,115726,40.4,73.5,,,,,,,,,,115916,1640948,Newcastle - Liverpool,Liverpool
35,2509372815,23,2,0,26,40.4,73.5,2,FirstHalf,Pass,Successful,"[{'PassEndX': '28.7'}, {'Angle': '3.1'}, {'Length': '12.3'}, {'PassEndY': '73.5'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'defensiveThird', 'pos']",TRUE,115916,28.7,73.5,,,,,,,,,,95408,1640948,Newcastle - Liverpool,Liverpool
36,2509372891,24,2,3,26,28.7,71.3,2,FirstHalf,Pass,Successful,"[{'PassEndX': '27.7'}, {'Angle': '4.7'}, {'Zone': 'Back'}, {'Length': '23.5'}, {'PassEndY': '36.8'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'defensiveThird', 'pos']",TRUE,95408,27.7,36.8,,,,,,,,,,136451,1640948,Newcastle - Liverpool,Liverpool
37,2509372925,25,2,9,26,32.7,37.6,2,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'PassEndX': '34.7'}, {'Length': '20.0'}, {'Angle': '4.8'}, {'PassEndY': '8.3'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,136451,34.7,8.3,,,,,,,,,,318871,1640948,Newcastle - Liverpool,Liverpool
38,2509372993,26,2,11,26,34.7,8.3,2,FirstHalf,Pass,Successful,"[{'Angle': '2.0'}, {'Zone': 'Back'}, {'PassEndX': '28.6'}, {'Length': '16.0'}, {'PassEndY': '29.9'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'defensiveThird', 'pos']",TRUE,318871,28.6,29.9,,,,,,,,,,136451,1640948,Newcastle - Liverpool,Liverpool
39,2509373019,27,2,16,26,28.9,32.2,2,FirstHalf,Pass,Successful,"[{'Angle': '2.9'}, {'Length': '19.2'}, {'PassEndX': '11.3'}, {'Zone': 'Back'}, {'PassEndY': '39.8'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'defensiveThird', 'pos']",TRUE,136451,11.3,39.8,,,,,,,,,,114147,1640948,Newcastle - Liverpool,Liverpool
40,2509373045,28,2,20,26,13.8,44.3,2,FirstHalf,Pass,Unsuccessful,"[{'PassEndX': '47.6'}, {'PassEndY': '80.9'}, {'Length': '43.3'}, {'Longball': True}, {'Chipped': True}, {'Angle': '0.6'}, {'Zone': 'Back'}]","['touches', 'passBackZoneInaccurate', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passForward', 'passLeft', 'midThird', 'pos']",TRUE,114147,47.6,80.9,,,,,,,,,,83078,1640948,Newcastle - Liverpool,Liverpool
41,2509373077,24,2,22,23,51.6,20.8,2,FirstHalf,Pass,Successful,"[{'Length': '9.2'}, {'HeadPass': True}, {'PassEndY': '20.8'}, {'Angle': '0'}, {'Zone': 'Right'}, {'PassEndX': '60.4'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passHead', 'passForward', 'midThird', 'pos']",TRUE,83078,60.4,20.8,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Newcastle
42,2509373081,25,2,25,23,60.6,21.5,2,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,303924,,,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Newcastle
43,2509373129,26,2,25,23,60.3,22.7,2,FirstHalf,Pass,Successful,"[{'Zone': 'Right'}, {'Angle': '5.1'}, {'Length': '11.3'}, {'PassEndY': '7.4'}, {'PassEndX': '64.6'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,303924,64.6,7.4,,,,,,,,,,83078,1640948,Newcastle - Liverpool,Newcastle
44,2509373167,27,2,30,23,65.9,8.6,2,FirstHalf,Pass,Unsuccessful,"[{'PassEndY': '36.8'}, {'Throughball': True}, {'PassEndX': '89.2'}, {'Zone': 'Center'}, {'Angle': '0.7'}, {'Length': '31.1'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passThroughBallInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",TRUE,83078,89.2,36.8,,,,,,,,,,114147,1640948,Newcastle - Liverpool,Newcastle
45,2509373175,29,2,32,26,9.1,65.3,2,FirstHalf,Smother,Successful,[],"['touches', 'keeperSmother']",TRUE,114147,,,,,,,,,,,,114147,1640948,Newcastle - Liverpool,Liverpool
46,2509373179,30,2,33,26,9.8,65.1,2,FirstHalf,KeeperPickup,Successful,[],['ballRecovery'],FALSE,114147,,,,,,,,,,,,114147,1640948,Newcastle - Liverpool,Liverpool
47,2509373379,31,2,47,26,8.2,53.7,2,FirstHalf,Pass,Successful,"[{'Length': '12.5'}, {'PassEndY': '71.6'}, {'Zone': 'Back'}, {'PassEndX': '10.9'}, {'Angle': '1.3'}, {'KeeperThrow': True}]","['touches', 'passForward', 'passLeft', 'defensiveThird', 'pos']",TRUE,114147,10.9,71.6,,,,,,,,,,95408,1640948,Newcastle - Liverpool,Liverpool
48,2509373409,32,2,49,26,11.1,71.4,2,FirstHalf,Pass,Successful,"[{'Angle': '0.4'}, {'PassEndX': '34.7'}, {'Zone': 'Back'}, {'Length': '26.8'}, {'PassEndY': '86.3'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",TRUE,95408,34.7,86.3,,,,,,,,,,352825,1640948,Newcastle - Liverpool,Liverpool
49,2509373467,33,2,51,26,34.7,86.3,2,FirstHalf,Pass,Successful,"[{'Length': '6.0'}, {'Angle': '2.1'}, {'Zone': 'Back'}, {'PassEndY': '93.8'}, {'PassEndX': '31.7'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'defensiveThird', 'pos']",TRUE,352825,31.7,93.8,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Liverpool
50,2509373509,34,2,55,26,38.5,94.5,2,FirstHalf,Pass,Successful,"[{'Length': '16.9'}, {'Angle': '4.6'}, {'Zone': 'Back'}, {'PassEndX': '36.2'}, {'PassEndY': '69.9'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'midThird', 'pos']",TRUE,115726,36.2,69.9,,,,,,,,,,444540,1640948,Newcastle - Liverpool,Liverpool
51,2509373511,35,2,57,26,37.4,72.8,2,FirstHalf,Dispossessed,Successful,"[{'OppositeRelatedEvent': '28'}, {'Zone': 'Back'}, {'Offensive': True}]","['touches', 'dispossessed']",TRUE,444540,,,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Liverpool
52,2509373521,28,2,57,23,62.6,27.2,2,FirstHalf,Tackle,Successful,"[{'Defensive': True}, {'OppositeRelatedEvent': '35'}, {'Zone': 'Center'}]","['touches', 'tackleWon']",TRUE,303924,,,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Newcastle
53,2509373527,29,2,58,23,61.7,19.6,2,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,303924,,,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Newcastle
54,2509529827,737,3,3,23,87.9,29.4,3,FirstHalf,TakeOn,Unsuccessful,"[{'Zone': 'Center'}, {'Offensive': True}]","['touches', 'dribbleLost']",TRUE,303924,,,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Newcastle
55,2509373661,31,3,5,23,91.1,31,3,FirstHalf,Pass,Unsuccessful,"[{'Angle': '2.8'}, {'OppositeRelatedEvent': '36'}, {'PassEndY': '31.6'}, {'PassEndX': '89.9'}, {'Zone': 'Center'}, {'Offensive': True}, {'Length': '1.3'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passBack', 'passLeft', 'finalThird', 'pos']",TRUE,303924,89.9,31.6,,,,,,,,,,115916,1640948,Newcastle - Liverpool,Newcastle
56,2509373657,36,3,5,26,11.1,72.3,3,FirstHalf,BlockedPass,Successful,"[{'Zone': 'Back'}, {'OppositeRelatedEvent': '31'}, {'Defensive': True}]","['touches', 'outfielderBlockedPass']",TRUE,115916,,,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Liverpool
57,2509373683,37,3,7,26,25.6,75.6,3,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,115726,,,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Liverpool
58,2509373747,38,3,12,26,41.5,88.8,3,FirstHalf,Pass,Unsuccessful,"[{'Angle': '6.2'}, {'Zone': 'Left'}, {'PassEndX': '60.6'}, {'Length': '20.2'}, {'PassEndY': '85.4'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passRight', 'midThird', 'pos']",TRUE,115726,60.6,85.4,,,,,,,,,,83078,1640948,Newcastle - Liverpool,Liverpool
59,2509373751,32,3,13,23,34.7,18.2,3,FirstHalf,Interception,Successful,[{'Zone': 'Back'}],"['touches', 'interceptionAll', 'interceptionWon']",TRUE,83078,,,,,,,,,,,,83078,1640948,Newcastle - Liverpool,Newcastle
60,2509373757,33,3,13,23,33.1,23.3,3,FirstHalf,BallRecovery,Successful,[],['ballRecovery'],FALSE,83078,,,,,,,,,,,,83078,1640948,Newcastle - Liverpool,Newcastle
61,2509373853,34,3,15,23,36.9,23.9,3,FirstHalf,Pass,Successful,"[{'Angle': '1.2'}, {'Length': '28.4'}, {'PassEndX': '45.9'}, {'PassEndY': '63.3'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",TRUE,83078,45.9,63.3,,,,,,,,,,135891,1640948,Newcastle - Liverpool,Newcastle
62,2509373897,35,3,21,23,72.2,70.8,3,FirstHalf,TakeOn,Successful,"[{'Offensive': True}, {'Zone': 'Center'}, {'OppositeRelatedEvent': '39'}]","['touches', 'dribbleWon']",TRUE,135891,,,,,,,,,,,,115916,1640948,Newcastle - Liverpool,Newcastle
63,2509373877,39,3,21,26,27.8,29.2,3,FirstHalf,Challenge,Unsuccessful,"[{'OppositeRelatedEvent': '35'}, {'Defensive': True}, {'Zone': 'Back'}]",['challengeLost'],FALSE,115916,,,,,,,,,,,,135891,1640948,Newcastle - Liverpool,Liverpool
64,2509373939,36,3,23,23,73.8,59.6,3,FirstHalf,Pass,Successful,"[{'ShotAssist': '15'}, {'PassEndY': '43.9'}, {'Length': '15.5'}, {'Angle': '5.5'}, {'IntentionalAssist': True}, {'Throughball': True}, {'Zone': 'Center'}, {'PassEndX': '84.5'}, {'BigChanceCreated': True}, {'KeyPass': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'passThroughBallAccurate', 'bigChanceCreated', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassThroughball', 'passForward', 'passRight', 'finalThird', 'pos']",TRUE,135891,84.5,43.9,,,,,,,,,,303924,1640948,Newcastle - Liverpool,Newcastle
65,2509373943,37,3,25,23,87.5,48.2,3,FirstHalf,SavedShot,Successful,"[{'RegularPlay': True}, {'BigChance': True}, {'BoxCentre': True}, {'RelatedEventId': '36'}, {'IntentionalAssist': True}, {'Zone': 'Center'}, {'OppositeRelatedEvent': '40'}, {'BlockedY': '48.2'}, {'LowCentre': True}, {'BlockedX': '90.3'}, {'Assisted': True}, {'GoalMouthZ': '6.3'}, {'LeftFoot': True}, {'GoalMouthY': '49.1'}]","['touches', 'shotOnTarget', 'shotsTotal', 'bigChanceMissed', 'shotPenaltyArea', 'shotOpenPlay', 'shotLeftFoot']",TRUE,303924,,,36,135891,90.3,48.2,6.3,49.1,TRUE,,,114147,1640948,Newcastle - Liverpool,Newcastle
66,2509373949,40,3,26,26,9.5,51,3,FirstHalf,Save,Successful,"[{'ParriedDanger': True}, {'Zone': 'Back'}, {'OppositeRelatedEvent': '37'}, {'Hands': True}, {'KeeperSaveInTheBox': True}]","['touches', 'parriedDanger', 'keeperSaveTotal', 'keeperSaveInTheBox', 'saveHands', 'saveObp', 'savePenaltyArea']",TRUE,114147,,,,,,,,,,,,114147,1640948,Newcastle - Liverpool,Liverpool
67,2509373957,41,3,27,26,10.2,51.9,3,FirstHalf,KeeperPickup,Successful,[],['ballRecovery'],FALSE,114147,,,,,,,,,,,,114147,1640948,Newcastle - Liverpool,Liverpool
68,2509374211,42,3,39,26,13.6,54.5,3,FirstHalf,Pass,Successful,"[{'PassEndX': '29.6'}, {'Zone': 'Back'}, {'Angle': '0.8'}, {'KeeperThrow': True}, {'Length': '23.1'}, {'PassEndY': '77.9'}]","['touches', 'passForward', 'passLeft', 'defensiveThird', 'pos']",TRUE,114147,29.6,77.9,,,,,,,,,,115726,1640948,Newcastle - Liverpool,Liverpool
69,2509530859,965,3,40,26,29.3,85,3,FirstHalf,Pass,Successful,"[{'PassEndX': '28.3'}, {'Zone': 'Back'}, {'PassEndY': '66.9'}, {'Length': '12.4'}, {'Angle': '4.6'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'defensiveThird', 'pos']",TRUE,115726,28.3,66.9,,,,,,,,,,402596,1640948,Newcastle - Liverpool,Liverpool
70,2509530999,738,3,42,23,69.5,32.9,3,FirstHalf,Challenge,Unsuccessful,"[{'OppositeRelatedEvent': '966'}, {'Zone': 'Center'}, {'Offensive': True}]",['challengeLost'],FALSE,402596,,,,,,,,,,,,115916,1640948,Newcastle - Liverpool,Newcastle
71,2509530991,966,3,42,26,30.5,67.1,3,FirstHalf,TakeOn,Successful,"[{'Zone': 'Back'}, {'Defensive': True}, {'OppositeRelatedEvent': '738'}]","['touches', 'dribbleWon']",TRUE,115916,,,,,,,,,,,,115916,1640948,Newcastle - Liverpool,Liverpool
72,2509531145,967,3,44,26,38,67.1,3,FirstHalf,Pass,Successful,"[{'Zone': 'Back'}, {'Length': '9.8'}, {'Angle': '4.5'}, {'PassEndY': '53.0'}, {'PassEndX': '36.1'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'midThird', 'pos']",TRUE,115916,36.1,53,,,,,,,,,,68659,1640948,Newcastle - Liverpool,Liverpool
