index,id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,firstName,lastName,teamColor,shortName,matchId,onGoalShot_X,onGoalShot_Y,onGoalShot_ZR
23,2467324155,AttemptSaved,8650,950561,Darwin Nunez,88.80000305175781,34.22874941825867,78,,1,1,90,34.38125,31.865,0.802631575,0.16991296410560608,,RightFoot,RegularPlay,SecondHalf,0,Darwin,Nunez,#d3171e,,4010125,1.5648148148148162,0.2123363955026455,1
24,2467329067,Miss,8650,171698,Joel Matip,96.4122807008,34.22874941825867,84,,0,0,,,29.211428570000002,0.8925263114,0.06869661808013916,,Header,FromCorner,SecondHalf,0,Joel,Matip,#d3171e,,4010125,2,0.18638675948496825,0.7893794747048395
28,2467333041,AttemptSaved,8650,292462,Mohamed Salah,90.9000015258789,25.8228125,90,1,0,1,100.732758621,33.00875,35.3725,0.6485263126,0.10590171813964844,0.0934,LeftFoot,FastBreak,SecondHalf,0,Mohamed,Salah,#d3171e,,4010125,0.6369047619047613,0.17156780756613757,1
2,2465561639,AttemptSaved,8650,242709,Roberto Firmino,92,36.82125058174134,12,,1,1,95.2543859636,36.51625,35.448750000000004,1.2199999940000001,0.10606282949447632,,RightFoot,RegularPlay,FirstHalf,0,Roberto,Firmino,#d3171e,,3901018,0.6167328042328032,0.32275132116402117,1
4,2465566307,AttemptSaved,8650,292462,Mohamed Salah,91.69999694824219,17.413248943843566,14,,0,1,104.051724138,32.24625,36.8975,0.160526315,0.04227173328399658,0.5217,LeftFoot,RegularPlay,FirstHalf,0,Mohamed,Salah,#d3171e,,3901018,0.23346560846560827,0.042467279100529096,1
6,2465582887,Miss,8650,760712,Trent Alexander-Arnold,82.03446430153443,44.00076539558714,21,,0,0,,,20.145732487,1.8749473592,0.025389939546585083,,RightFoot,SetPiece,FirstHalf,0,Trent,Alexander-Arnold,#d3171e,,3901018,2,0.13533356111686629,0.2728401192234147
7,2465594343,AttemptSaved,8650,292462,Mohamed Salah,88.9000015258789,25.01343661785126,26,,1,1,97.8596491223,30.267999999999997,34.533750000000005,1.2199999940000001,0.031284987926483154,,LeftFoot,FromCorner,FirstHalf,0,Mohamed,Salah,#d3171e,,3901018,0.8587962962962951,0.32275132116402117,1
8,2465603353,AttemptSaved,8650,292462,Mohamed Salah,98.3421052628,27.02619175846489,31,,0,1,102.629310345,31.254999999999995,34,0.6099999970000001,0.26318585872650146,0.1713,RightFoot,RegularPlay,FirstHalf,0,Mohamed,Salah,#d3171e,,3901018,1,0.16137566058201058,1
9,2465613837,Miss,8650,292462,Mohamed Salah,92,37.35500116348267,33,,0,0,95.2543859636,31.941249999999997,0.19677725129999998,0.0898947364,0.176739901304245,,LeftFoot,RegularPlay,FirstHalf,0,Mohamed,Salah,#d3171e,,3901018,2,0.002659354022789356,0.11182365740986551
10,2465614439,Goal,8650,242709,Roberto Firmino,95.3508786640393,28.118810164232446,33,,0,1,,,33.695,1.0594736790000001,0.054957032203674316,0.1634,RightFoot,RegularPlay,FirstHalf,0,Roberto,Firmino,#d3171e,,3901018,1.0806878306878307,0.28028404206349206,1
11,2465617341,Miss,8650,292462,Mohamed Salah,80.00728499133112,28.959286354232447,37,,0,0,,,44.000764326500004,4.5846896616,0.04760849475860596,,LeftFoot,RegularPlay,FirstHalf,0,Mohamed,Salah,#d3171e,,3901018,0.00000000000000011102230246251565,0.45843392684012146,0.37797111066638817
12,2465623297,Miss,8650,760712,Trent Alexander-Arnold,89.9000015258789,21.68713322705643,39,,0,0,104.3362068966,27.026190476,27.362380952,0.0898947364,0.0288659930229187,,RightFoot,RegularPlay,FirstHalf,0,Trent,Alexander-Arnold,#d3171e,,3901018,2,0.013543220204402417,0.5694813113956819
13,2465664759,AttemptSaved,8650,209405,Virgil van Dijk,96.1228040718214,32.856249999999996,46,,0,1,104.4310344828,33.8475,32.70374999999999,0.2439999988,0.07540583610534668,0.0837,Header,FromCorner,SecondHalf,0,Virgil,van Dijk,#d3171e,,3901018,1.3429232804232825,0.06455026423280423,1
14,2465682827,Goal,8650,242709,Roberto Firmino,95.4473684198,35.98249883651734,54,,0,1,,,31.48375,0.5714736814000001,0.28520214557647705,0.9551,LeftFoot,FastBreak,SecondHalf,0,Roberto,Firmino,#d3171e,,3901018,1.665674603174603,0.15118351359788362,1
15,2465690443,AttemptSaved,8650,242709,Roberto Firmino,97.9561388780607,38.03214157653511,57,,0,1,103.4827586208,34.533750000000005,34.22875,1.0979999946,0.17078855633735657,0.0901,Header,RegularPlay,SecondHalf,0,Roberto,Firmino,#d3171e,,3901018,0.9394841269841275,0.29047618904761907,1
18,2465733415,Miss,8650,963964,Harvey Elliott,94,45.4721019068,77,,0,0,98.535087719,35.90625,26.227500000000003,0.7127368386,0.039166659116744995,,LeftFoot,FromCorner,SecondHalf,0,Harvey,Elliott,#d3171e,,3901018,2,0.09169981841106473,0.48633000964940537
20,2465764651,AttemptSaved,8650,760712,Trent Alexander-Arnold,75.27718274953443,32.09375,90,1,0,1,103.6724137932,33.466249999999995,36.97375,0.4879999976,0.031974226236343384,0.3199,RightFoot,FreeKick,SecondHalf,0,Trent,Alexander-Arnold,#d3171e,,3901018,0.21329365079365015,0.12910052846560846,1
21,2465767187,Miss,8650,950561,Darwin Nunez,95.2543889082786,31.026248836517333,90,3,0,0,,,34.4575,3.9764137976,0.09248813986778259,,Header,RegularPlay,SecondHalf,0,Darwin,Nunez,#d3171e,,3901018,0.9220802246415403,0.6772486772486772,0.6437961767321879
1,2469799941,AttemptSaved,8650,950561,Darwin Nunez,85.81617647,21.196688168771782,6,,1,1,89.5,23.438726119099996,33.8475,1.2199999940000001,0.10151240229606628,,RightFoot,RegularPlay,FirstHalf,0,Darwin,Nunez,#d3171e,,3901022,1.0403439153439162,0.32275132116402117,1
2,2469807029,Miss,8650,209405,Virgil van Dijk,92.4000015258789,36.2875,12,,0,0,,,30.72125,5.305931043199999,0.014045178890228271,,Header,FromCorner,FirstHalf,0,Virgil,van Dijk,#d3171e,,3901022,1.4184994268583453,0.6772486772486772,0.48247894274480957
3,2469819453,AttemptSaved,8650,950561,Darwin Nunez,95.3508786640393,18.464204358343565,26,,0,1,103.103448276,30.291999999999998,33.5425,0.8925263114,0.02872854471206665,0.0201,RightFoot,RegularPlay,FirstHalf,0,Darwin,Nunez,#d3171e,,3901022,1.121031746031747,0.2361180717989418,1
5,2469823521,Miss,8650,292462,Mohamed Salah,93.0999984741211,17.6234394922,32,,0,0,,,28.959285713000003,0.5329473658000001,0.05841514468193054,,LeftFoot,RegularPlay,FirstHalf,0,Mohamed,Salah,#d3171e,,3901022,2,0.10572854072972776,0.7498937223537185
6,2469825747,Goal,8650,950561,Darwin Nunez,97.47368273756071,31.7125,34,,0,1,,,33.466249999999995,1.0145263108,0.46570301055908203,0.3026,RightFoot,RegularPlay,FirstHalf,0,Darwin,Nunez,#d3171e,,3901022,1.141203703703705,0.2683932039153439,1
11,2469863493,Goal,8650,242709,Roberto Firmino,93.30000305175781,43.44025370301287,53,,0,1,,,30.95,0.1219999994,0.3437691032886505,0.6219,LeftFoot,RegularPlay,SecondHalf,0,Roberto,Firmino,#d3171e,,3901022,1.806878306878306,0.032275132116402115,1
17,2469897937,AttemptSaved,8650,156008,Jordan Henderson,87.21176798175176,43.10218661785126,90,8,1,1,92.3,39.881190477,30.72125,1.2199999940000001,0.07181116938591003,,RightFoot,RegularPlay,SecondHalf,0,Jordan,Henderson,#d3171e,,3901022,1.8673941798941804,0.32275132116402117,1
18,2469897963,AttemptSaved,8650,963964,Harvey Elliott,81.24611822406555,40.80571556846489,90,8,1,1,92.7,37.732,34.533750000000005,1.2199999940000001,0.045770078897476196,,LeftFoot,RegularPlay,SecondHalf,0,Harvey,Elliott,#d3171e,,3901022,0.8587962962962951,0.32275132116402117,1
4,2471058699,Miss,8650,963965,Fabio Carvalho,82.03446430153443,35.677500581741334,22,,0,0,,,27.698571428000005,0.2696842092,0.036442309617996216,,RightFoot,RegularPlay,FirstHalf,0,Fabio,Carvalho,#d3171e,,4010127,2,0.04279731272339182,0.5998639763681837
5,2471059039,AttemptSaved,8650,963965,Fabio Carvalho,78.65582352553443,34.30500116348267,23,,1,1,86.5676470584,33.8475,32.70374999999999,1.2199999940000001,0.042873650789260864,,RightFoot,RegularPlay,FirstHalf,0,Fabio,Carvalho,#d3171e,,4010127,1.3429232804232825,0.32275132116402117,1
