,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,match_id,event_type,cumulative_mins,index,id,match_string,team_name,Venue,xThreat,xThreat_gen,playerName,is_open_play,is_progressive,is_pass_into_box,won_possession,is_carry_into_box,progressive_carry
42,26.5,1.0,39.0,26,70.5,94.7,1.0,1.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,4511.0,96.2,87.4,,,,,,27.0,,,,,1694372,Carry,1.65,,,,,,0.0293759856656656,0.0293759856656656,James Milner,True,True,,False,,True
43,27.0,1.0,42.0,26,96.2,87.4,1.0,1.0,,Unsuccessful,"[{'OppositeRelatedEvent': '20'}, {'Length': '4.8'}, {'Cross': True}, {'LeftFoot': True}, {'Zone': 'Left'}, {'StandingSave': True}, {'PassEndX': '97.0'}, {'Chipped': True}, {'Angle': '4.9'}, {'PassEndY': '80.5'}]","['touches', 'passLeftFoot', 'passChipped', 'passCrossInaccurate', 'passForward', 'passRight', 'finalThird', 'pos']",True,4511.0,97.0,80.5,,,,,,,,,,,1694372,Pass,1.7,38.0,2520481379.0,Real Madrid - Liverpool,Liverpool,Away,,,James Milner,True,False,,False,,
44,19.0,1.0,42.0,52,4.4,13.6,1.0,1.0,,Successful,[{'Zone': 'Back'}],['touches'],True,106883.0,,,,,,,,,,,,,1694372,BallTouch,1.7,39.0,2520481387.0,Real Madrid - Liverpool,Real Madrid,Home,,,Daniel Carvajal,True,False,,False,,
45,20.0,1.0,45.0,52,3.1,51.3,1.0,1.0,,Successful,"[{'HighClaim': True}, {'OppositeRelatedEvent': '27'}, {'Zone': 'Back'}]","['touches', 'ballRecovery', 'keeperClaimHighWon']",True,73798.0,,,,,,,,,,,,,1694372,Claim,1.75,40.0,2520481409.0,Real Madrid - Liverpool,Real Madrid,Home,,,Thibaut Courtois,True,False,,True,,
46,22.0,1.0,51.0,52,11.8,49.5,1.0,1.0,,Successful,"[{'Length': '22.2'}, {'Angle': '5.4'}, {'KeeperThrow': True}, {'StandingSave': True}, {'PassEndY': '23.8'}, {'Zone': 'Back'}, {'PassEndX': '24.8'}]","['touches', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,73798.0,24.8,23.8,,,,,,,,,,,1694372,Pass,1.85,41.0,2520481467.0,Real Madrid - Liverpool,Real Madrid,Home,-0.0006013281845133,0.0,Thibaut Courtois,True,False,,False,,
47,23.0,1.0,54.0,52,24.8,23.8,1.0,1.0,,Successful,"[{'Length': '15.2'}, {'Angle': '0.2'}, {'PassEndY': '29.1'}, {'Zone': 'Back'}, {'PassEndX': '38.9'}, {'StandingSave': True}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,20874.0,38.9,29.1,,,,,,,,,,,1694372,Pass,1.9,42.0,2520481471.0,Real Madrid - Liverpool,Real Madrid,Home,0.0026476229724093,0.0026476229724093,Luka Modric,True,False,,False,,
48,24.0,1.0,57.0,52,40.7,32.3,1.0,1.0,,Successful,"[{'Angle': '2.1'}, {'PassEndY': '53.3'}, {'Zone': 'Back'}, {'PassEndX': '33.3'}, {'StandingSave': True}, {'Length': '16.3'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'defensiveThird', 'pos']",True,344644.0,33.3,53.3,,,,,,,,,,,1694372,Pass,1.95,43.0,2520481487.0,Real Madrid - Liverpool,Real Madrid,Home,-0.0012309435794127,0.0,Federico Valverde,True,False,,False,,
49,25.0,2.0,0.0,52,41.8,43.6,2.0,1.0,,Successful,"[{'Zone': 'Back'}, {'OppositeRelatedEvent': '29'}, {'StandingSave': True}, {'Offensive': True}]","['touches', 'dribbleWon']",True,31772.0,,,,,,,,,,,,,1694372,TakeOn,2.0,45.0,2520481501.0,Real Madrid - Liverpool,Real Madrid,Home,,,Toni Kroos,True,False,,False,,
50,29.0,2.0,0.0,26,58.2,56.4,2.0,1.0,,Unsuccessful,"[{'OppositeRelatedEvent': '25'}, {'Defensive': True}, {'Zone': 'Center'}]",['challengeLost'],False,115916.0,,,,,,,,,,,,,1694372,Challenge,2.0,46.0,2520481491.0,Real Madrid - Liverpool,Liverpool,Away,,,Fabinho,True,False,,False,,
51,26.0,2.0,2.0,52,51.3,48.7,2.0,1.0,,Successful,"[{'PlayerCaughtOffside': '14296'}, {'PassEndY': '41.7'}, {'StandingSave': True}, {'Zone': 'Center'}, {'PassEndX': '67.7'}]","['touches', 'finalThird']",True,31772.0,67.7,41.7,,,,,,,,,,,1694372,OffsidePass,2.033333333333333,47.0,2520481529.0,Real Madrid - Liverpool,Real Madrid,Home,,,Toni Kroos,True,True,,False,,
